crop_code,crop_name,EC_trans_n,EC_hcat_n,EC_hcat_c,mixed_crops,country_code
213,ΜΙΓΜΑ ΒΙΚΟΣ - ΤΡΙΤΙΚΑΛΕ,VETCH - WHEAT MIXTURE,cereal_legume_mix,3301091200,1,CY
214,ΜΙΓΜΑ ΜΠΙΖΕΛΙ - ΣΙΤΑΡΙ,MIXTURE OF PEAS - WHEAT,cereal_legume_mix,3301091200,1,CY
215,ΜΙΓΜΑ ΜΠΙΖΕΛΙ - ΤΡΙΤΙΚΑΛΕ,MIXTURE OF PEAS - WHEAT,cereal_legume_mix,3301091200,1,CY
216,ΜΙΓΜΑ ΣΙΤΑΡΙ - ΤΡΙΤΙΚΑΛΕ,WHEAT - TRITICALE MIXTURE,meslin,3301011100,7,CY
368,ΜΙΚΡΑ ΟΠΩΡΟΦΟΡΑ (ΥΠΕΡΤΡΟΦΕΣ),SMALL FRUIT TREES (HYPERTROPHIES),orchards_fruits,3303010000,0,CY
361,ΜΙΚΤΕΣ ΚΑΛΛΙΕΡΓΕΙΕΣ,MIXED CROPS,mixed_cropping,3301320000,1,CY
238,ΜΟΝΙΜΕΣ ΔΕΝΤΡΩΔΕΙΣ ΚΑΛΛΙΕΡΓΕΙΕΣ,PERMANENT TREE CROPS,permanent_crops_perennial,3303000000,0,CY
239,ΜΟΝΙΜΕΣ ΘΑΜΝΩΔΕΙΣ ΚΑΛΛΙΕΡΓΕΙΕΣ,PERMANENT BUSH CROP,shrubberries_shrubs,3303080000,0,CY
600,ΜΟΝΙΜΗ ΚΑΛΛΙΕΡΓΕΙΑ,PERMANENT CULTIVATION,permanent_crops_perennial,3303000000,0,CY
76,ΜΟΝΙΜΟΙ ΒΟΣΚΟΤΟΠΟΙ,PERMANENT PASTURES,pasture_meadow_grassland_grass,3302000000,0,CY
218,ΜΠΑΜΙΑ,OKRA,fresh_vegetables,3301070000,0,CY
69,ΜΠΑΝΑΝΕΣ,BANANAS,other_permanent_crops_plantations,3303990000,0,CY
219,ΜΠΙΖΕΛΙΑ,PEAS,peas,3301020600,0,CY
219,ΜΠΙΖΕΛΙΑ ΒΡΩΣΙΜΑ,EDIBLE PEAS,peas,3301020600,0,CY
151,ΜΠΙΖΕΛΙΑ ΓΙΑ ΧΛΩΡΗ ΛΙΠΑΝΣΗ,peas for green manure,peas,3301020600,0,CY
8,ΜΠΙΖΕΛΙΑ ΚΤΗΝΟΤΡΟΦΙΚΑ,PEAS FOR ANIMAL FEED,peas,3301020600,0,CY
220,ΝΕΡΟΚΟΛΟΚΥΘΙΑ,CALABASH/BOTTLE GOURD,pumpkin_squash_gourd,3301140400,0,CY
315,ΟΛΥΡΑ (ΣΙΤΟΣ DINKEL),OLYRA (DINKEL WHEAT),spelt,3301011000,0,CY
65,ΠΑΠΟΥΤΣΟΣΥΚΑ,Opuntia,other_permanent_crops_plantations,3303990000,0,CY
40,ΠΑΤΑΤΕΣ,POTATOES,potatoes,3301030000,0,CY
362,ΠΑΤΑΤΕΣ ΧΕΙΜΕΡΙΝΕΣ,WINTER POTATOES,late_season_potatoes,3301030200,0,CY
32,ΠΕΠΟΝΙΑ,MELONS,melon,3301140300,0,CY
155,ΠΕΡΒΟΛΙ,orchard,orchards_fruits,3303010000,0,CY
155,ΠΕΡΒΟΛΙ - ΔΕΝΔΡΩΔΕΙΣ,orchard (trees),orchards_fruits,3303010000,0,CY
30,ΠΙΠΕΡΙΑ,PEPPERS,bell_pepper_paprika,3301300100,0,CY
47,ΠΙΣΤΑΚΙΕΣ,PISTACHIO,pistachio,3303030400,0,CY
221,ΡΑΔΙΚΙΑ,chicory,chicory_chicories,3301310200,0,CY
222,ΡΑΠΑΝΑΚΙΑ,RADISHES,radish,3301290600,0,CY
159,ΡΕΒΙΘΙ ΓΙΑ ΧΛΩΡΗ ΛΙΠΑΝΣΗ,CHICK PEAS FOR FERTILIZER,chickpeas,3301020200,0,CY
18,ΡΕΒΙΘΙΑ,CHICKPEAS,chickpeas,3301020200,0,CY
159,ΡΕΒΙΘΙΑ ΓΙΑ ΧΛΩΡΗ ΛΙΠΑΝΣΗ,CHICK PEAS FOR FERTILIZER,chickpeas,3301020200,0,CY
21,ΡΟΒΙ ΓΙΑ ΣΠΟΡΟ,vetches,vetches,3301090305,0,CY
223,ΡΟΚΑ,ROCKET,rocket_arugula,3301310600,0,CY
224,ΣΕΛΙΝΟ,CELERY,celery,3301250000,0,CY
225,ΣΙΚΑΛΗ,RYE,rye,3301010300,0,CY
23,ΣΙΣΑΜΙ,SESAME,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,CY
226,ΣΙΤΑΡΙ (ΟΧΙ ΣΚΛΗΡΟ),WHEAT (NOT DURUM),common_soft_wheat,3301010100,0,CY
1,ΣΙΤΑΡΙ ΣΚΛΗΡΟ,DURUM WHEAT,durum_hard_wheat,3301010200,0,CY
4,ΣΙΦΩΝΑΡΙ,COMMON OAT,oats,3301010500,0,CY
1,ΣΚΛΗΡΟ ΣΙΤΑΡΙ,DURUM WHEAT,durum_hard_wheat,3301010200,0,CY
227,ΣΟΓΙΑ,SOY,soy_soybeans,3301160000,0,CY
6,ΣΟΡΓΟ,Sorghum,millet_sorghum,3301010900,0,CY
228,ΣΠΑΝΑΧΙ,Spinach,spinach,3301310800,0,CY
166,ΣΤΕΒΙΑ,STEVIA,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,CY
56,ΣΥΚΙΕΣ,FIGS,fig,3303010600,0,CY
356,ΣΧΟΙΝΟΠΡΑΣΣΟ,chives,chives,3301220100,0,CY
229,ΤΕΥΤΛΑ,BEETS,beetroot_beets,3301290200,0,CY
25,ΤΟΜΑΤΕΣ,TOMATOES,tomato,3301280000,0,CY
236,ΤΡΙΑΝΤΑΦΥΛΛΙΑ ΑΓΡΟΥ,WILD ROSES,roses,3301083700,0,CY
230,ΤΡΙΤΙΚΑΛΕ,TRITICALE,triticale,3301010800,0,CY
231,ΤΡΙΦΥΛΛΙ,TREFOIL,birdsfoot_trefoil,3301090306,0,CY
232,ΤΡΙΦΥΛΛΙ ΓΙΑ ΧΛΩΡΗ ΛΙΠΑΝΣΗ,CLOVER FOR FLOWER LUBRICATION,clover,3301090303,0,CY
363,ΤΡΟΠΙΚΑ ΚΑΙ ΥΠΟΤΡΟΠΙΚΑ ΦΥΤΑ,TROPICAL AND SUBTROPICAL PLANTS,other_arable_land_crops,3301990000,0,CY
12,ΦΑΒΕΤΤΑ,Favétta,other_dry_pulses,3301029900,0,CY
156,ΦΑΒΕΤΤΑ ΓΙΑ ΧΛΩΡΗ ΛΙΠΑΝΣΗ,INDIAN PEA USED AS GREEN MANURE,vetches,3301090305,0,CY
333,ΦΑΚΕΛΩΤΗ,LACY PHACELIA/BLUE TANSY/PURPLE TANSY,plants_harvested_green,3301090000,0,CY
19,ΦΑΚΕΣ,LENTLES,lentils,3301020500,0,CY
160,ΦΑΚΕΣ ΓΙΑ ΧΛΩΡΗ ΛΙΠΑΝΣΗ,LENTILS USED AS GREEN MANURE,lentils,3301020500,0,CY
35,ΦΑΣΟΛΙΑ,BEANS,beans,3301020100,0,CY
161,ΦΑΣΟΛΙΑ ΓΙΑ ΧΛΩΡΗ ΛΙΠΑΝΣΗ,BEANS FOR PLANT FERTILIZER,beans,3301020100,0,CY
22,ΦΙΣΤΙΚΙΑ,pistachios,pistachio,3303030400,0,CY
63,ΦΟΙΝΙΚΙΕΣ,PHOENICIA,other_permanent_crops_plantations,3303990000,0,CY
44,ΦΟΥΝΤΟΥΚΙΕΣ,HAZELNUTS,hazelnuts_hazel,3303030200,0,CY
41,ΦΡΑΟΥΛΕΣ,STRAWBERRIES,strawberries,3301130000,0,CY
233,ΦΥΛΛΟΒΟΛΑ - ΟΠΩΡΟΦΟΡΑ,DECIDUOUS FRUIT TREES,orchards_fruits,3303010000,0,CY
234,ΧΑΜΟΜΗΛΙ,CHAMOMILE,chamomile,3301061213,0,CY
67,ΧΑΡΟΥΠΙΕΣ,CAROBS,carob,3303110100,0,CY
344,ΧΕΙΜΕΡΙΝΕΣ ΠΑΤΑΤΕΣ,WINTER POTATOES,late_season_potatoes,3301030200,0,CY
235,ΧΡΥΣΑΝΘΕΜΑ,CHRYSANTHEMA,chrysanthemum,3301080900,0,CY
171,ΨΥΧΑΝΘΗ - ΑΓΡΩΣΤΩΔΗ Ή ΑΛΛΑ ΠΟΩΔΗ ΚΤΗΝΟΤΡΟΦΙΚΑ ΦΥΤΑ,PSYCHANTHI - AGRICULTURAL OR OTHER HERBAL FORAGE PLANTS,legumes_harvested_green,3301090300,0,CY
