,crop_code,crop_name,EC_trans_n,EC_hcat_n,EC_hcat_c,mixed_crops,country_code
5065,612,"Gemüserübsen (Stoppelrübe, Weiße Rübe, Bayerische Rübe, Mairübe, Chinakohl, Pak-Choi, Teltower Rübch","Vegetable turnips (stubble turnip, white turnip, Bavarian turnip, May turnip, Chinese cabbage, pak choi, Teltower turnip",turnips,3301290800,0,DE_SAA
5066,612,"Gemüserübsen (Stoppelrübe, Weiße Rübe, Bayerische Rübe, Mairübe, Chinakohl, Pak-Choi, Teltower Rübchen","Vegetable turnips (stubble turnip, white turnip, Bavarian turnip, May turnip, Chinese cabbage, pak choi, Teltower turnip",turnips,3301290800,0,DE_SAA
5067,190,"Getreide einer Gattung/Art, die in der aktuellen Liste nicht aufgeführt ist",Cereals of a genus/species not included in the current list,other_cereals,3301019900,0,DE_SAA
5068,175,"Getreide zur Ganzpflanzenernte, z.B. Silomais für Biogas","Grain for whole plant harvesting, e.g. silage maize for biogas",cereal,3301010000,0,DE_SAA
5069,745,Gladiolen (Gartengladiole),Gladioli (garden gladiolus),gladiolus_gladioli,3301082100,0,DE_SAA
5070,912,Grassamenvermehrung,Grass seed propagation,temporary_grass,3301090100,0,DE_SAA
5071,941,Gründüngung im Hauptfruchtanbau,Green manure in main crop cultivation,plants_harvested_green,3301090000,0,DE_SAA
5072,140,Hafer,Oats,oats,3301010500,0,DE_SAA
5073,701,Hanf,Industrial hemp/hemp,hemp_cannabis,3301061000,0,DE_SAA
5074,793,Hanf (AL),hemp (arable land),hemp_cannabis,3301061000,0,DE_SAA
5075,920,Haus- und Nutzgärten,House and kitchen gardens,kitchen_gardens,3301120000,0,DE_SAA
5076,457,Heuverkauf/Grünland für Energie,Hay sales/grassland for energy,pasture_meadow_grassland_grass,3302000000,0,DE_SAA
5077,991,"Hof- und Gebäudeflächen, private Wegeflächen","Courtyard and building areas, private path areas",not_known_and_other,3399000000,0,DE_SAA
5078,594,Honigpflanzen genutzte brachliegende Flächen (pollen- u. nektarreiche Arten) -einjährig,Fallow areas used for honey plants (species rich in pollen and nectar) - annual,fallow_land_not_crop,3301110000,0,DE_SAA
5079,595,Honigpflanzen genutzte brachliegende Flächen (pollen- u. nektarreiche Arten) -mehrjährig,Fallow areas used for honey plants (species rich in pollen and nectar) - perennial,fallow_land_not_crop,3301110000,0,DE_SAA
5080,290,"Hülsenfrucht einer Gattung/Art, die in der aktuellen Liste nicht aufgeführt ist",Legume of a genus/species not included in the current list,legumes_dried_pulses_protein_crops,3301020000,0,DE_SAA
5081,454,Hutungen,low-yield permanent grassland (grazing land),pasture_meadow_grassland_grass,3302000000,0,DE_SAA
5082,731,Hyazinthe (Garten-Hyazinthe),hyacinth (garden hyacinth),flowers_ornamental_plants,3301080000,0,DE_SAA
5083,765,Kapuzinerkresse,Nasturtium,nasturtiums,3301061224,0,DE_SAA
5084,602,Kartoffeln,potatoes,potatoes,3301030000,0,DE_SAA
5085,570,kein Code,no code,not_known_and_other,3399000000,0,DE_SAA
5086,441,kein Code,no code,not_known_and_other,3399000000,0,DE_SAA
5087,459,kein Code,no code,not_known_and_other,3399000000,0,DE_SAA
5088,441,keinCode,no code,not_known_and_other,3399000000,0,DE_SAA
5089,843,keinCode,no code,not_known_and_other,3399000000,0,DE_SAA
5090,459,keinCode,no code,not_known_and_other,3399000000,0,DE_SAA
5091,570,keinCode,no code,not_known_and_other,3399000000,0,DE_SAA
5092,443,keinCode,no code,not_known_and_other,3399000000,0,DE_SAA
5093,980,keinCode,no code,not_known_and_other,3399000000,0,DE_SAA
5094,821,Kern- und Steinobst,Pome and stone fruit,orchards_fruits,3303010000,0,DE_SAA
5095,825,"Kernobst z.B. Äpfel, Birnen",Pome fruit e.g. apples,orchards_fruits,3303010000,0,DE_SAA
5096,815,"Kernobst, z.B. Äpfel, Birnen","Pome fruit, e.g. apples, pears",orchards_fruits,3303010000,0,DE_SAA
5097,421,Klee,clover,clover,3301090303,0,DE_SAA
5098,426,"Klee (nicht stickstoffbindend, nicht ÖVF, z.B. Bockshornklee)","Clover (not nitrogen-binding, not EFA, e.g. fenugreek)",clover,3301090303,0,DE_SAA
5099,913,Klee- oder Luzernesamenvermehrung,Clover or alfalfa seed propagation,legumes_harvested_green,3301090300,0,DE_SAA
5100,422,Kleegras,Clover grass,clover_grass_mix,3301090501,1,DE_SAA
5101,425,Klee-Luzerne-Gemisch,Clover and alfalfa mixture,legumes_harvested_green,3301090300,3,DE_SAA
5102,432,"Kleemischung aus NC 421, 427, 431 (n-bindend)","Clover mixture of NC 421, 427, 431 (n-bonding)",clover,3301090303,0,DE_SAA
5103,171,Körnermais,Grain corn,grain_maize_corn_popcorn,3301010600,0,DE_SAA
5104,171,Körnermais (Mais ohne Silomais),Grain corn (corn without silage corn),grain_maize_corn_popcorn,3301010600,0,DE_SAA
5105,650,Küchenkräuter/Heil-und Gewürzpflanzen,Culinary herbs/medicinal and spice plants,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,DE_SAA
5106,999,"Kultur einer Gattung/Art, die in der aktuellen Liste nicht aufgeführt",Culture of a genus/species not listed in the current list,not_known_and_other,3399000000,0,DE_SAA
5107,841,KUP lt. Direktzahlungendurchführungsverordnung,Short rotation coppice according to Direct Payments Implementation Ordinance,short_rotation_coppice,3306090000,0,DE_SAA
5108,841,KUP lt. Direktzahlungendurchführungsverordnung (keine ÖVF),Short rotation coppice  according to the Direct Payments Implementation Regulation (no EFA),short_rotation_coppice,3306090000,0,DE_SAA
5109,59,KuP ÖVF,Short rotation coppice EFA,short_rotation_coppice,3306090000,0,DE_SAA
5110,637,"Lattich (Garten-Salat/Lattich, Lollo Rosso, Romana-","Lettuce (Garden Lettuce/Lettuce, Lollo Rosso, Romaine",salads_lettuce_leaf_vegetables,3301310000,0,DE_SAA
5111,637,"Lattich (Garten-Salat/Lattich, Lollo Rosso, Romana-Salat/Römischer Salat)","Lettuce (Garden Lettuce/Lettuce, Lollo Rosso, Romaine Lettuce/Roman Lettuce)",salads_lettuce_leaf_vegetables,3301310000,0,DE_SAA
5112,60,Leguminosen ÖVF,Legumes EFA,legumes_harvested_green,3301090300,0,DE_SAA
5113,341,"Lein (Gemeiner Lein, Flachs)",Flax (common flax),flax_linseed,3301060700,0,DE_SAA
5114,393,Leindotter,Camelina,camelina,3301061500,0,DE_SAA
5115,292,Linsen,lentils,lentils,3301020500,0,DE_SAA
5116,292,Linsen (Speise-Linse),Lentils (food lentil),lentils,3301020500,0,DE_SAA
5117,684,Löwenzahn,dandelion,dandelions,3301081400,0,DE_SAA
5118,230,"Lupinen (Süßlupine, weiße Lupine, blaue/schmalblättrige Lupine,","Lupins (sweet lupine, white lupine, blue/narrow-leaved lupine,",sweet_lupins,3301020700,0,DE_SAA
5119,230,"Lupinen (Süßlupine, weiße Lupine, blaue/schmalblättrige Lupine, gelbe Lupine, Anden-Lupine)","Lupins (sweet lupine, white lupine, blue/narrow-leaved lupine, yellow lupine, Andean lupine)",sweet_lupins,3301020700,0,DE_SAA
5120,423,Luzerne,alfalfa,alfalfa_lucerne,3301090301,0,DE_SAA
5121,433,Luzerne-Gras,Alfalfa grass/Alfalfa-grass mixture,alfalfa_grass_mix,3301090509,1,DE_SAA
5122,452,Mähweiden,Mowing pastures,pasture_meadow_grassland_grass,3302000000,0,DE_SAA
5123,442,Mähweiden (Grünlandneueinsaat im Rahmen von AUKM),Mown pastures (grassland reseeding within the framework of AUKM (Agri-environmental and climate measures)),pasture_meadow_grassland_grass,3302000000,0,DE_SAA
5124,686,Malven (Wilde Malve),Mallow (Wild Mallow),malva,3301082800,0,DE_SAA
5125,639,"Mangold, Rote Beete/Rote Rübe","Swiss chard, beetroot",chard,3301310100,3,DE_SAA
5126,682,Mariendisteln,Milk thistles,marian_thistles,3301061300,0,DE_SAA
5127,631,Melone (Citrullus) (Wassermelone),Melon (Citrullus) (Watermelon),watermelon,3301140500,0,DE_SAA
5128,63,Miscanthus  ÖVF,Miscanthus EFA,miscanthus_silvergrass,3301083000,0,DE_SAA
5129,51,Mischkulturen in Reihenanbau,Mixed crops in rows,mixed_row_cropping,3301321300,2,DE_SAA
5130,50,Mischkulturen mit Saatgutmischung,Mixed crops with seed mixture,mixed_cropping,3301320000,1,DE_SAA
5131,706,"Mohn (Schlafmohn, Backmohn)",Poppy seeds,poppy,3301060600,0,DE_SAA
5132,634,"Möhre (Möhre/Karotte, Futtermöhre)",Carrot (carrot / carrot/Carrot (also feeding carrot),carrots_daucus,3301290300,0,DE_SAA
5133,757,Montbretien (Garten-Montbretie),Montbretien (Garden Montbretia),flowers_ornamental_plants,3301080000,0,DE_SAA
5134,564,nach VO 1257/1999 oder VO (EG) Nr. 1698/2005 oder VO 1305/2013 aufgeforstete Flächen,afforested areas according to VO 1257/1999 or VO (EC) No. 1698/2005 or VO 1305/2013,afforestation_reforestation,3306010000,0,DE_SAA
5135,762,Nachtkerzen (Diptam),evening primrose (gas plant),primrose,3301083500,0,DE_SAA
5136,727,Narzissen / Osterglocken,Daffodils / daffodils,narcissus_daffodil,3301083300,0,DE_SAA
5137,992,Nicht landwirt. Flächen in folge Genehmigung DGL Umwandlung,Non-agricultural areas due to authorized grassland conversion,not_known_and_other,3399000000,0,DE_SAA
5138,992,Nicht landwirtschaftliche Flächen infolge Genehmigung Dauergrünland-Umwandlung,Non-agricultural areas as a result of approval for permanent grassland conversion,not_known_and_other,3399000000,0,DE_SAA
5139,583,"Nicht landwirtschaftliche, aber nach Art. 32(2b (i)) der VO (EG) Nr. 1307/2013 beihilfefähige Fläche","Non-agricultural area, but eligible for aid under Article 32(2b (i)) of Regulation (EC) No. 1307/2013",environmental_protection,3311000000,0,DE_SAA
5140,390,"Ölfrucht einer Gattung/Art, die in der aktuellen Liste nicht aufgeführt ist",Oil fruit of a genus/species not included in the current list,oilseed_crops,3301060800,0,DE_SAA
5141,643,Pastinaken,Parsnips,parsnips,3301290500,0,DE_SAA
5142,659,Petroselinum (Petersilie),Petroselinum (parsley),parsley,3301061227,0,DE_SAA
5143,342,"Pflanzen zur Fasergewinnung (z.B. Faserflachs, Kenaf)","Plants for fiber production (e.g. fiber flax, kenaf)",fibre_crops,3301061100,0,DE_SAA
5144,777,Phacelia  als Hauptkultur,Phacelia as the main crop,phacelia,3301061400,0,DE_SAA
5145,212,Platterbse,Flat pea,lathyrus_peavine,3301020800,0,DE_SAA
5146,56,Pufferstreifen ÖVF AL,Buffer strip EFA arable land,field_margins_buffer_strips_flowering_areas,3310100000,0,DE_SAA
5147,57,Pufferstreifen ÖVF DGL,Buffer strips ecological preferance zones permanent grassland,field_margins_buffer_strips_flowering_areas,3310100000,0,DE_SAA
5148,187,Quinoa,Quinoa,quinoa,3301150300,0,DE_SAA
5149,850,Rebland,Vineyard,vineyards_wine_vine_rebland_grapes,3303060000,0,DE_SAA
5150,842,Rebland,Vineyard,vineyards_wine_vine_rebland_grapes,3303060000,0,DE_SAA
5151,851,Rhabarber,rhubarb,rhubarb,3301230000,0,DE_SAA
5152,629,"Riesenkürbis (Riesenkürbis, Hokkaidokürbis)",Giant Pumpkin (Giant Pumpkin/Giant pumpkin (also Hokkaido),pumpkin_squash_gourd,3301140400,0,DE_SAA
5153,629,"Riesenkürbis (Risenkürbis, Hokkaidokürbis)","Giant pumpkin (Rise pumpkin, Hokkaido pumpkin)",pumpkin_squash_gourd,3301140400,0,DE_SAA
5154,853,Riesenweizengras/Szarvasi-Gras,Giant wheat grass / Szarvasi grass,poaceae_grasses,3301090200,0,DE_SAA
5155,181,Rispenhirse (Panicum),Panicle millet (Panicum),millet_sorghum,3301010900,0,DE_SAA
5156,627,"Salatgurke (Gurke, Salatgurke, Einlegegurke)","Cucumber (cucumber, cucumber, pickle)",cucumber_pickle,3301140100,0,DE_SAA
5157,928,Saum- und Bandstrukturen,Hem and band structures,field_margins_buffer_strips_flowering_areas,3310100000,0,DE_SAA
5158,656,"Schwarzkümmel (Echter Schwarzkümmel, Jungfer im Grünen)",Black cumin (real black cumin,black_cumin,3301061208,0,DE_SAA
5159,641,"Sellerie (Knollen-Sellerie, Bleich-Sellerie, Stangen-Sellerie)","Celery (tuber celery, white celery, stalk celery)",celery,3301250000,0,DE_SAA
5160,430,Serradella,serradella,serradella,3301084200,0,DE_SAA
5161,804,Sida (Virginiamalve),Sida (Virginia Mallow),sida_virginia_mallow,3304030000,0,DE_SAA
5162,411,Silomais (als Hauptfutter),Silage maize (as staple feed),green_silo_maize,3301090400,0,DE_SAA
5163,802,"Silphium (Durchwachsene Silphie, Becherpflanze)",Silphium (streaky Silphie/Silphium (through-growth,silphium_rosinweeds,3301084400,0,DE_SAA
5164,330,Sojabohnen,Soybeans,soy_soybeans,3301160000,0,DE_SAA
5165,120,Sommer-Dinkel,Summer spelt,spring_spelt,3301011002,0,DE_SAA
5166,119,Sommer-Emmer/ -Einkorn,Summer emmer / single grain,spring_emmer,3301011202,3,DE_SAA
5167,132,Sommergerste,Summer barley,spring_barley,3301010402,0,DE_SAA
5168,143,Sommerhafer,Summer oats,spring_oats,3301010502,0,DE_SAA
5169,113,Sommerhartweizen/Durum,Spring durum wheat/durum,spring_durum_hard_wheat,3301010202,0,DE_SAA
5170,144,Sommermenggetreide,Summer mixed grain,spring_meslin,3301011102,7,DE_SAA
5171,145,Sommermenggetreide ohne Weizen,Spring meslin without wheat,spring_meslin,3301011102,7,DE_SAA
5172,312,Sommerraps,Summer rape,spring_rapeseed_rape,3301060402,0,DE_SAA
5173,122,Sommerroggen,Summer rye,spring_rye,3301010302,0,DE_SAA
5174,316,"Sommerrübsen (Rübsen, Rübsamen, Rübsaat)","Summer turnips (turnips, turnip seeds, turnip seeds)",spring_turnip_rape,3301210702,0,DE_SAA
5175,157,Sommertriticale,Summer triticale,spring_triticale,3301010802,0,DE_SAA
5176,116,Sommerweichweizen,summer wheat/Summer soft wheat,spring_common_soft_wheat,3301010102,0,DE_SAA
5177,320,Sonnenblumen,sunflowers,sunflower,3301060500,0,DE_SAA
5178,814,sonst. Obstanlagen in Vollanbau,other orchards in full cultivation,orchards_fruits,3303010000,0,DE_SAA
5179,837,"sonst. Steinobst (ohne Kirschen, Pflaumen)",otherwise stone fruit (without cherries,orchards_fruits,3303010000,0,DE_SAA
5180,890,sonstige Dauerkulturen,other permanent crops,permanent_crops_perennial,3303000000,0,DE_SAA
5181,982,Sonstige KUP,Other short rotation plantations,short_rotation_coppice,3306090000,0,DE_SAA
5182,819,sonstige Obstanlagen,other orchards,orchards_fruits,3303010000,0,DE_SAA
5183,829,"Sonstige Obstanlagen z.B. Holunder, Aronia, Maulbeeren",Other orchards e.g. elderberries,orchards_fruits,3303010000,0,DE_SAA
5184,829,"Sonstige Obstanlagen z.B. Holunder, Sanddorn","Other fruit plants e.g. elderberry, sea buckthorn",orchards_fruits,3303010000,0,DE_SAA
5185,897,Sonstige Pflanzen für energetische Verwertung(ab 2012),other plants for energy use (since 2012),energy_crops,3304010000,0,DE_SAA
5186,835,sonstige Schalenfrüchte,other nuts,nuts,3303030000,0,DE_SAA
5187,183,Sorghumhirse (Körnersorghum),Sorghum millet (grain sorghum),millet_sorghum,3301010900,0,DE_SAA
5188,993,"Sozial-, Schwarzbrache/Brachflächen","Social, brownfield/fallow land",fallow_land_not_crop,3301110000,0,DE_SAA
5189,860,Spargel,asparagus,asparagus,3301200000,0,DE_SAA
5190,715,Spargel (Freiland),Asparagus (outdoor),asparagus,3301200000,0,DE_SAA
5191,601,Stärkekartoffeln,Starch potatoes and other potatoes,potatoes,3301030000,0,DE_SAA
5192,620,"Steckrübe, Kohlrübe","Turnip, swede",swede_rutabaga,3301210500,0,DE_SAA
5193,826,"Steinobst, z. B. Kirschen, Pflaumen","Stone fruit e.g. cherries, plums",orchards_fruits,3303010000,0,DE_SAA
5194,816,"Steinobst, z. B. Kirschen, Pflaumen","Stone fruit e.g. cherries, plums",orchards_fruits,3303010000,0,DE_SAA
5195,545,Stilllegung nach FELEG/GAL/ALG,Decommissioning according to FELEG/GAUarable landG,fallow_land_not_crop,3301110000,0,DE_SAA
