crop_code,crop_name,EC_trans_n,EC_hcat_n,EC_hcat_c,mixed_crops,country_code
,AFS-SB: Povoamento de sobreiros destinados à produção de cortiça,AFS-SB: Agroforestry area of cork oaks intended for cork production,agroforestry,3312000000,0,PT_SUBREGIONS
,AGRI?O,watercress,cress,3301210300,0,PT_SUBREGIONS
,AGRIAO,watercress,cress,3301210300,0,PT_SUBREGIONS
,AGRIÃO,watercress,cress,3301210300,0,PT_SUBREGIONS
,ALFACE,LETTUCE,salads_lettuce_leaf_vegetables,3301310000,0,PT_SUBREGIONS
,"ALFACE, CEBOLA","lettuce, onion",mixed_cropping,3301320000,11,PT_SUBREGIONS
,"ALFACE, CEBOLA, CENOURA, COURGETTE, COUVE, ALHO FRANCÊS, BETERRABA, TOMATE, PIMENTO, PLANTAS AROM., MEDICINAIS E CONDIMENTARES","lettuce, onion, carrot, zucchini, cabbage, leek, beetroot, tomato, pepper, aromatic/medicinal/culinary plants",mixed_cropping,3301320000,11,PT_SUBREGIONS
,"ALFACE,CEBOLA,COURGETTE,COUVE,ALHO FRANCÊS","lettuce, onion, zucchini, cabbage, leek",mixed_cropping,3301320000,11,PT_SUBREGIONS
,ALFARROBA,CAROB,carob,3303110100,0,PT_SUBREGIONS
,ALHO,GARLIC,garlic,3301220200,0,PT_SUBREGIONS
,ALHO FRANCES,leek,leek,3301220300,0,PT_SUBREGIONS
,ALHO FRANCÊS,leek,leek,3301220300,0,PT_SUBREGIONS
,ALHO_FRANCES,leek,leek,3301220300,0,PT_SUBREGIONS
,AMEIXA,PLUM,plums,3303011300,0,PT_SUBREGIONS
,AMENDOA,ALMOND,almond,3303030100,0,PT_SUBREGIONS
,AMENDOIM,PEANUT,arachis,3301090302,0,PT_SUBREGIONS
,AMORA,BLACKBERRY,blackberry,3303020200,0,PT_SUBREGIONS
,ANAFA,anafa (forage grass),poaceae_grasses,3301090200,0,PT_SUBREGIONS
,ANONA,ANONA,orchards_fruits,3303010000,0,PT_SUBREGIONS
,Área social,social area,not_known_and_other,3399000000,0,PT_SUBREGIONS
,ARROZ,RICE,rice,3301010700,0,PT_SUBREGIONS
,AVEIA,OAT,oats,3301010500,0,PT_SUBREGIONS
,AVEIA;CONSOCIAÇÕES ANUAIS E OUTRAS CULT. FORRAG. ANUAIS,OATS; ANNUAL INTERCROPS AND OTHER FODDER CROPS FORRAG. ANNUALS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,AVEIA;FAVA,OATS; BEANS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,AVEL?,hazelnut,hazelnuts_hazel,3303030200,0,PT_SUBREGIONS
,AVELA,HAZELNUT,hazelnuts_hazel,3303030200,0,PT_SUBREGIONS
,AVELÃ,HAZELNUT,hazelnuts_hazel,3303030200,0,PT_SUBREGIONS
,AZEVEM,ryegrass,lolium_ryegrass,3301090205,0,PT_SUBREGIONS
,AZEVEM;BATATA,lolium; POTATO,mixed_cropping,3301320000,11,PT_SUBREGIONS
,AZEVEM;OUTRAS HORTÍCOLAS,lolium; OTHER VEGETABLES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,BANANA,banana,orchards_fruits,3303010000,0,PT_SUBREGIONS
,BATATA,POTATO,potatoes,3301030000,0,PT_SUBREGIONS
,BATATA DOCE,SWEET POTATO,sweet_potatoes,3301040000,0,PT_SUBREGIONS
,BATATA DOCE;BATATA,SWEET POTATO; POTATO,mixed_cropping,3301320000,11,PT_SUBREGIONS
,BATATA DOCE;FEIJÃO,SWEET POTATO; BEANS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,BATATA DOCE;MILHO,SWEET POTATO; CORN,mixed_cropping,3301320000,11,PT_SUBREGIONS
,BATATA DOCE;MILHO;COURGETTE,SWEET POTATO; CORN; COURGETTE,mixed_cropping,3301320000,11,PT_SUBREGIONS
,"BATATA, CEBOLA, NABIÇA","potato, onion, turnip greens",mixed_cropping,3301320000,11,PT_SUBREGIONS
,BATATA;AVEIA,POTATO; OATS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,BATATA;CEBOLA,POTATO; ONION,mixed_cropping,3301320000,11,PT_SUBREGIONS
,BATATA;CONSOCIAÇÕES ANUAIS E OUTRAS CULT. FORRAG. ANUAIS,POTATO; ANNUAL AND OTHER CULT. FORAGE ANNUALS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,BATATA;OUTRAS HORTÍCOLAS,POTATOES; OTHER VEGETABLES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,BATATA;OUTRAS HORTÍCOLAS;AVEIA,POTATO; OTHER VEGETABLES; OATS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,BATATA_DOCE,sweet potato,sweet_potatoes,3301040000,0,PT_SUBREGIONS
,BERINGELA,EGGPLANT,aubergine_eggplant,3301260000,0,PT_SUBREGIONS
,"BERINGELA,FEIJAO,MELANCIA,MELOA,PEPINO,ABÓBORAS E ABOBORINHAS,ALFACE,CEBOLA,COURGETTE,COUVE,COUVE,COUVE,ALHO FRANCÊS","aubergine, bean, watermelon, honeydew, cucumber, pumpkins and zucchinis, lettuce, onion, zucchini, cabbage, cabbage, cabbage, leek",mixed_cropping,3301320000,11,PT_SUBREGIONS
,BETERRABA,BEETROOT,beetroot_beets,3301290200,0,PT_SUBREGIONS
,BOSQUETES,bosquets,tree_wood_forest,3306000000,0,PT_SUBREGIONS
,Bosquetes,bosquets,tree_wood_forest,3306000000,0,PT_SUBREGIONS
,BROMUS,brome (Bromus),poaceae_grasses,3301090200,0,PT_SUBREGIONS
,CABECEIRAS CULT. PERMANENTES - ÁREA ÚTIL,headlands of permanent crops – eligible area,field_margins_buffer_strips_flowering_areas,3310100000,0,PT_SUBREGIONS
,CABECEIRAS CULT. PERMANENTES -AREA UTIL,headlands of permanent crops – eligble area,field_margins_buffer_strips_flowering_areas,3310100000,0,PT_SUBREGIONS
,CABECEIRAS CULT. PERMANENTES -ÁREA ÚTIL,headlands of permanent crops – eligible area,field_margins_buffer_strips_flowering_areas,3310100000,0,PT_SUBREGIONS
,Cabeceiras de Culturas Permanentes,headlands of permanent crops,field_margins_buffer_strips_flowering_areas,3310100000,0,PT_SUBREGIONS
,CABECEIRAS_CULT_PERMANENTES_AREA_UTIL,headlands of permanent crops – eligible area,field_margins_buffer_strips_flowering_areas,3310100000,0,PT_SUBREGIONS
,CANA DE AÇÚCAR,sugar cane,sugar_cane,3301061700,0,PT_SUBREGIONS
,CANA_DE_ACUCAR,sugar cane,sugar_cane,3301061700,0,PT_SUBREGIONS
,CANHAMO,hemp,hemp_cannabis,3301061000,0,PT_SUBREGIONS
,CÂNHAMO,hemp,hemp_cannabis,3301061000,0,PT_SUBREGIONS
,CASTANHA,sweet chestnut,sweet_chestnuts,3303030500,0,PT_SUBREGIONS
,CEBOLA,ONION,onions,3301220400,0,PT_SUBREGIONS
,CENOURA,CARROT,carrots_daucus,3301290300,0,PT_SUBREGIONS
,CENTEIO,RYE,rye,3301010300,0,PT_SUBREGIONS
,CENTEIO;BATATA,RYE; POTATO,mixed_cropping,3301320000,11,PT_SUBREGIONS
,CENTEIO;CONSOCIAÇÕES ANUAIS E OUTRAS CULT. FORRAG. ANUAIS,RYE; ANNUAL INTERCROPS AND OTHER FODDER CROPS FORRAG. ANNUALS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,CENTEIO;MILHO,RYE; CORN,cereal,3301010000,3,PT_SUBREGIONS
,CENTEIO;MILHO;BATATA,RYE; MAIZE; POTATO,mixed_cropping,3301320000,11,PT_SUBREGIONS
,CENTEIO;MILHO;FEIJÃO;BATATA;OUTRAS HORTÍCOLAS,RYE; MAIZE; BEANS; POTATOES; OTHER VEGETABLES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,CENTEIO;MILHO;OUTRAS HORTÍCOLAS;BATATA,RYE; MAIZE; OTHER VEGETABLES; POTATOES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,CENTEIO;OUTRAS HORTÍCOLAS;BATATA,RYE; OTHER VEGETABLES; POTATOES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,CENTEIO;SORGO,rye; sorghum,cereal,3301010000,3,PT_SUBREGIONS
,CEREJA,CHERRY,cherry_cherries,3303010400,0,PT_SUBREGIONS
,CEVADA,BARLEY,barley,3301010400,0,PT_SUBREGIONS
,CEVADA;AZEVEM,barley; ryegrass,mixed_cropping,3301320000,11,PT_SUBREGIONS
,CHA,tea,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,PT_SUBREGIONS
,CHUCHU,Chayote Gourd,pumpkin_squash_gourd,3301140400,0,PT_SUBREGIONS
,COLZA,RAPESEED,rapeseed_rape,3301060400,0,PT_SUBREGIONS
,CONS FIXADORAS AZOTO (+ 50% FIX AZOTO),consociation of nitrogen-fixing crops (>50% N-fixing),legumes_harvested_green,3301090300,0,PT_SUBREGIONS
,CONSOCIAC?ES ANUAIS E OUTRAS CULT. FORRAG. ANUAIS,annual associations and other annual forage crops,other_plants_harvested_green,3301099900,0,PT_SUBREGIONS
,CONSOCIAÇÃO DE FIXADORAS DE AZOTO,CONSOCIATION OF NITROGEN FIXERS,legumes_harvested_green,3301090300,0,PT_SUBREGIONS
,CONSOCIACAO_DE_FIXADORAS_DE_AZOTO,CONSOCIATION OF NITROGEN FIXERS,legumes_harvested_green,3301090300,0,PT_SUBREGIONS
,CONSOCIAÇÕES ANUAIS E OUTRAS CULT. FORRAG. ANUAIS,annual associations and other annual forage crops,other_plants_harvested_green,3301099900,0,PT_SUBREGIONS
,CONSOCIACOES_ANUAIS_E_OUTRAS_CULT_FORRAG_ANUAIS,annual associations and other annual forage crops,other_plants_harvested_green,3301099900,0,PT_SUBREGIONS
,COURGETTE,COURGETTE,zucchini_courgette,3301140600,0,PT_SUBREGIONS
,"COURGETTE,FEIJÃO,MORANGO,OUTRAS HORTÍCOLAS,BATATA,BATATA DOCE","zucchini, bean, strawberry, other vegetables, potato, sweet potato",mixed_cropping,3301320000,11,PT_SUBREGIONS
,COUVE,GREEN CABBAGE,kale,3301210208,0,PT_SUBREGIONS
,COUVE;AVEIA,CABBAGE; OATS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,COUVE;BATATA;CEBOLA,CABBAGE;POTATO;ONION,mixed_cropping,3301320000,11,PT_SUBREGIONS
,COUVE;TREMOÇO;FAVA,CABBAGE; LUPIN; BEAN BEAN,mixed_cropping,3301320000,11,PT_SUBREGIONS
,CULTURAS EM HIDROPONIA,hydroponic cultures,greenhouse_foil_film,3305000000,0,PT_SUBREGIONS
,Culturas frutícolas,fruit crops,orchards_fruits,3303010000,0,PT_SUBREGIONS
,Culturas protegidas,protected crops,greenhouse_foil_film,3305000000,0,PT_SUBREGIONS
,Culturas sem contacto com o solo,soilless crops,greenhouse_foil_film,3305000000,0,PT_SUBREGIONS
,CULTURAS SEM SOLO,soilless crops,greenhouse_foil_film,3305000000,0,PT_SUBREGIONS
,Culturas Temporárias,temporary crops,other_arable_land_crops,3301990000,0,PT_SUBREGIONS
,DAMASCO,apricot,apricots,3303010300,0,PT_SUBREGIONS
,DIOSPIRO,Persimmon,orchards_fruits,3303010000,0,PT_SUBREGIONS
,Elemento de Paisagem Bosquete,landscape element - bosquet,tree_lines,3310300000,0,PT_SUBREGIONS
,Elemento de Paisagem Galeria Ripícola,landscape element - riparian gallery,wetland_buffers,3310700000,0,PT_SUBREGIONS
,ELEMENTO LINEAR ARROZ (NÃO ÚTIL-COMP. MAA),NON ELEGIBLE LANDSCAPE FEATURES - RICE (COMP. MAA),non_productive_landscape_elements,3310000000,0,PT_SUBREGIONS
,Elemento Linear em Orizicultura,linear element in rice cultivation,non_productive_landscape_elements,3310000000,0,PT_SUBREGIONS
,ELEMENTO LINEAR EM ORIZICULTURA-ÁREA ÚTIL,ELEGIBLE LANDSCAPE FEATRURES - RICE,non_productive_landscape_elements,3310000000,0,PT_SUBREGIONS
,Elemento Linear Linha de Água,linear water line element,ditches,3310500000,0,PT_SUBREGIONS
,Elemento Linear Sebe ou Corta-Vento,linear element - hedge or windbreak,hedges,3310200000,0,PT_SUBREGIONS
,ELEMENTO LINEAR SEBE OU CORTA-VENTO-AREA UTIL,linear element – hedge or windbreak – usable area,hedges,3310200000,0,PT_SUBREGIONS
,ELEMENTO LINEAR SEBE OU CORTA-VENTO-ÁREA ÚTIL,ELEGIBLE LANDSCAPE FEATURES - HEDGES AND WINDBREAKS,hedges,3310200000,0,PT_SUBREGIONS
,Elemento Linear Zona de Protecção Lagunar ou Ribeirinha,linear lagoon/riparian protection zone,wetland_buffers,3310700000,0,PT_SUBREGIONS
,ELEMENTO_LINEAR_ARROZ_NAO_UTIL_COMP_MAA,linear rice element (non-usable),non_productive_landscape_elements,3310000000,0,PT_SUBREGIONS
,ELEMENTO_LINEAR_EM_ORIZICULTURA_AREA_UTIL,linear element in rice cultivation - eligible area,non_productive_landscape_elements,3310000000,0,PT_SUBREGIONS
,ELEMENTO_LINEAR_SEBE_OU_CORTA_VENTO_AREA_UTIL,linear element - hedge or windbreak - eligible area,non_productive_landscape_elements,3310000000,0,PT_SUBREGIONS
,Emparcelamento,land consolidation,not_known_and_other,3399000000,0,PT_SUBREGIONS
,EP_BOSQUETE_E_FORMACOES_RELIQUIAIS_AREA_UTIL,bosquet and relict formations - eligible area,tree_wood_forest,3306000000,0,PT_SUBREGIONS
,EP-BOSQUETE E FORMAC?ES RELIQUIAIS-AREA UTIL,bosquet & relict formations – eligible area,tree_wood_forest,3306000000,0,PT_SUBREGIONS
,EP-BOSQUETE E FORMAÇÕES RELIQUIAIS-ÁREA ÚTIL,bosquet and relict formations - eligible area,tree_wood_forest,3306000000,0,PT_SUBREGIONS
,ERVILHA,PEA,peas,3301020600,0,PT_SUBREGIONS
,ERVILHACA,vetch,vetches,3301090305,0,PT_SUBREGIONS
,Espaço Agro-Florestal não Arborizado,non-tree agroforestry space,agroforestry,3312000000,0,PT_SUBREGIONS
,Espaço florestal arborizado,forested area,tree_wood_forest,3306000000,0,PT_SUBREGIONS
,Espaço Florestal Arborizado com Cultura Sob Coberto,forest area with understory crops,agroforestry,3312000000,0,PT_SUBREGIONS
,ESPINAFRE,SPINACH,spinach,3301310800,0,PT_SUBREGIONS
,FAVA,BEAN,beans,3301020100,0,PT_SUBREGIONS
,FAVA;AVEIA,BEANS; OATS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,FEIJ?O,bean,beans,3301020100,0,PT_SUBREGIONS
,FEIJAO,bean,beans,3301020100,0,PT_SUBREGIONS
,FEIJÃO,BEAN,beans,3301020100,0,PT_SUBREGIONS
,"FEIJÃO, CEBOLA","bean, onion",beans,3301020100,0,PT_SUBREGIONS
,FEIJÃO;BATATA,BEANS; POTATOES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,FEIJÃO;BATATA;OUTRAS HORTÍCOLAS,BEAN; POTATO; OTHER VEGETABLES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,FEIJÃO;CEBOLA,BEANS; ONION,mixed_cropping,3301320000,11,PT_SUBREGIONS
,FEIJÃO;ERVILHA;OUTRAS HORTÍCOLAS;FAVA,BEAN; PEA; OTHER VEGETABLES; BROAD BEAN,mixed_cropping,3301320000,11,PT_SUBREGIONS
,FEIJÃO;FAVA,BEANS; BROAD BEAN,beans,3301020100,3,PT_SUBREGIONS
,FEIJÃO;NABO,BEANS; TURNIP,mixed_cropping,3301320000,11,PT_SUBREGIONS
,FEIJÃO;OUTRAS HORTÍCOLAS,BEANS; OTHER VEGETABLES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,FEIJÃO;OUTRAS HORTÍCOLAS;BATATA,BEAN; OTHER VEGETABLES; POTATO,mixed_cropping,3301320000,11,PT_SUBREGIONS
,FESTUCA,fescue,poaceae_grasses,3301090200,0,PT_SUBREGIONS
,FIGO,FIG,fig,3303010600,0,PT_SUBREGIONS
,FIGO DA INDIA,INDIA'S FIG,fig,3303010600,0,PT_SUBREGIONS
,FIGO_DA_INDIA,INDIA'S FIG,fig,3303010600,0,PT_SUBREGIONS
,FLORES E PLANTAS ORNAMENTAIS,ORNAMENTAL FLOWERS AND PLANTS,flowers_ornamental_plants,3301080000,0,PT_SUBREGIONS
,FLORES E PLANTAS ORNAMENTAIS;MILHO;BATATA;OUTRAS HORTÍCOLAS,ORNAMENTAL FLOWERS AND PLANTS; MAIZE; POTATO; OTHER VEGETABLES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,FLORES_E_PLANTAS_ORNAMENTAIS,flowers and ornamental plants,flowers_ornamental_plants,3301080000,0,PT_SUBREGIONS
,FRAMBOESA,RASPBERRY,raspberry_raspberries,3303021000,0,PT_SUBREGIONS
,GALERIA RIPICOLA,riparian gallery,wetland_buffers,3310700000,0,PT_SUBREGIONS
,GALERIA RIPÍCOLA,RIPARIAN GALLERY,wetland_buffers,3310700000,0,PT_SUBREGIONS
,GALERIA RIPICOLA - AREA UTIL,riparian gallery – usable area,wetland_buffers,3310700000,0,PT_SUBREGIONS
,GALERIA RIPÍCOLA - ÁREA ÚTIL,riparian gallery - eligible area,wetland_buffers,3310700000,0,PT_SUBREGIONS
,Galeria Ripícola em Espaço Florestal,riparian gallery in forest area,wetland_buffers,3310700000,0,PT_SUBREGIONS
,GALERIA RIPÍCOLA FLORESTAL,riparian forest gallery,wetland_buffers,3310700000,0,PT_SUBREGIONS
,GALERIA_RIPICOLA,riparian gallery,wetland_buffers,3310700000,0,PT_SUBREGIONS
,GALERIA_RIPICOLA_AREA_UTIL,riparian gallery - eligible area,wetland_buffers,3310700000,0,PT_SUBREGIONS
,GALERIA_RIPICOLA_FLORESTAL,riparian forest gallery,wetland_buffers,3310700000,0,PT_SUBREGIONS
,GINJA,sour cherry,cherry_cherries,3303010400,0,PT_SUBREGIONS
,GIRASSOL,SUNFLOWER,sunflower,3301060500,0,PT_SUBREGIONS
,GR?O DE BICO,chickpea,chickpeas,3301020200,0,PT_SUBREGIONS
,GRÃO DE BICO,CHICKPEA,chickpeas,3301020200,0,PT_SUBREGIONS
,GRAO_DE_BICO,chickpea,chickpeas,3301020200,0,PT_SUBREGIONS
,GROSELHA,currant,blackcurrant_cassis,3303020300,0,PT_SUBREGIONS
,Improdutivo,unproductive,fallow_land_not_crop,3301110000,0,PT_SUBREGIONS
,INHAME,yam,root_vegetables,3301290000,0,PT_SUBREGIONS
,KIWI,KIWI,kiwi,3303010700,0,PT_SUBREGIONS
,LARANJA,ORANGE,citrus_plantations,3303040000,0,PT_SUBREGIONS
,LIM?O,lemon,citrus_plantations,3303040000,0,PT_SUBREGIONS
,LIMAO,lemon,citrus_plantations,3303040000,0,PT_SUBREGIONS
,LIMÃO,LEMON,citrus_plantations,3303040000,0,PT_SUBREGIONS
,LINHAS DE AGUA - AREA UTIL,water lines – usable area,ditches,3310500000,0,PT_SUBREGIONS
,LINHAS DE ÁGUA - ÁREA ÚTIL,ELEGIBLE LANDSCAPE FEATURES - WATER LINES,ditches,3310500000,0,PT_SUBREGIONS
,LINHAS_DE_AGUA_AREA_UTIL,water lines - eligible area,ditches,3310500000,0,PT_SUBREGIONS
,LINHO,flax,flax_linseed,3301060700,0,PT_SUBREGIONS
,LUPULO,hops,hops,3301060200,0,PT_SUBREGIONS
,LUZERNA,LUCERNE,alfalfa_lucerne,3301090301,0,PT_SUBREGIONS
,MAC?,apple,apples,3303010200,0,PT_SUBREGIONS
,MACA,apple,apples,3303010200,0,PT_SUBREGIONS
,MAÇÃ,APPLE,apples,3303010200,0,PT_SUBREGIONS
,MACICOS OU FORMAC?ES RELIQUIAIS OU NOTAVEIS,notable or relict formations,not_known_and_other,3399000000,0,PT_SUBREGIONS
,MACIÇOS OU FORMAÇÕES RELIQUIAIS OU NOTÁVEIS,notable or relict formations,not_known_and_other,3399000000,0,PT_SUBREGIONS
,MACICOS_OU_FORMACOES_RELIQUIAIS_OU_NOTAVEIS,notable or relict formations,not_known_and_other,3399000000,0,PT_SUBREGIONS
,MANGA,mango,orchards_fruits,3303010000,0,PT_SUBREGIONS
,MARACUJA,passion fruit,orchards_fruits,3303010000,0,PT_SUBREGIONS
,MARACUJÁ,passion fruit,orchards_fruits,3303010000,0,PT_SUBREGIONS
,MARALFALFA,maralfalfa (tropical forage grass),poaceae_grasses,3301090200,0,PT_SUBREGIONS
,MARMELO,QUINCE,quinces,3303011500,0,PT_SUBREGIONS
,Massas de água,water bodies,wetlands,3310400000,0,PT_SUBREGIONS
,MEDRONHEIRO,strawberry tree,tree_wood_forest,3306000000,0,PT_SUBREGIONS
,MEDRONHO,strawberry tree,tree_wood_forest,3306000000,0,PT_SUBREGIONS
,MEL?O,melon,watermelon,3301140500,0,PT_SUBREGIONS
,MELANCIA,WATERMELON,watermelon,3301140500,0,PT_SUBREGIONS
,MELAO,melon,melon,3301140300,0,PT_SUBREGIONS
,MELÃO,MELON,melon,3301140300,0,PT_SUBREGIONS
,MELÃO;OUTRAS HORTÍCOLAS;CONSOCIAÇÕES ANUAIS E OUTRAS CULT. FORRAG. ANUAIS,MELON; OTHER VEGETABLES; ANNUAL AND OTHER CULT. FORAGE ANNUALS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MELOA,honeydew melon,melon,3301140300,0,PT_SUBREGIONS
,"MELOA, PEPINO, ALFACE, CEBOLA, CENOURA, COURGETTE, COUVE, COUVE, ALHO FRANCÊS, BETERRABA, TOMATE, PIMENTO, PLANTAS AROM., MEDICINAIS E CONDIMENTARES","honeydew, cucumber, lettuce, onion, carrot, zucchini, cabbage, cabbage, leek, beetroot, tomato, pepper, aromatic/medicinal/culinary plants",melon,3301140300,0,PT_SUBREGIONS
,MILHO,CORN,grain_maize_corn_popcorn,3301010600,0,PT_SUBREGIONS
,MILHO;AVEIA,CORN; OATS,cereal,3301010000,3,PT_SUBREGIONS
,MILHO;AZEVEM,maize; ryegrass,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;AZEVEM;OUTRAS HORTÍCOLAS,MAIZE; RYEGRASS; OTHER VEGETABLES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;BATATA,MAIZE; POTATOES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;BATATA;AVEIA,MAIZE; POTATO; OATS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;BATATA;CEBOLA,MAIZE; POTATO; ONION,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;BATATA;OUTRAS HORTÍCOLAS,MAIZE; POTATOES; OTHER VEGETABLES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;BATATA;OUTRAS HORTÍCOLAS;AVEIA,MAIZE; POTATOES; OTHER VEGETABLES; OATS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;CONSOCIAÇÕES ANUAIS E OUTRAS CULT. FORRAG. ANUAIS,CORN; ANNUAL AND OTHER CULT. FORAGE ANNUALS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;COUVE,maize; cabbage,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;FAVA,MAIZE; BEANS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;FEIJÃO,MAIZE; BEANS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;FEIJÃO;BATATA,MAIZE; BEANS; POTATOES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;FEIJÃO;BATATA;CONSOCIAÇÕES ANUAIS E OUTRAS CULT. FORRAG. ANUAIS,MAIZE; BEANS; POTATOES; ANNUAL INTERCROPS AND OTHER CROPS. FORRAG. ANNUALS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;FEIJÃO;OUTRAS HORTÍCOLAS;BATATA;CONSOCIAÇÕES ANUAIS E OUTRAS CULT. FORRAG. ANUAIS,MAIZE; BEANS; OTHER VEGETABLES; POTATOES; INTERCROPPING AND OTHER ANNUAL CROPS. FORRAG. ANNUALS,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;OUTRAS HORTÍCOLAS,MAIZE; OTHER VEGETABLES,mixed_cropping,3301320000,11,PT_SUBREGIONS
,MILHO;OUTRAS HORTÍCOLAS;AVEIA,MAIZE; OTHER VEGETABLES; OATS,mixed_cropping,3301320000,11,PT_SUBREGIONS
