,crop_code,crop_name,EC_trans_n,EC_hcat_n,EC_hcat_c,mixed_crops,country_code
18,838,BLUMEN UND ZIERPFLANZEN IM FOLIENTUNNEL,FLOWERS AND ORNAMENTAL PLANTS IN THE FOIL TUNNEL,foil_films_flowers,3305020100.0,0,AT
19,837,BLUMEN UND ZIERPFLANZEN IM GEWÄCHSHAUS,FLOWERS AND ORNAMENTAL PLANTS IN THE GREENHOUSE,greenhouse_flowers,3305010800.0,0,AT
20,119,BUCHWEIZEN,BUCKWHEAT,buckwheat,3301150200.0,0,AT
21,715,DAUERWEIDE,PERMANENT PASTURE,pasture_meadow_grassland_grass,3302000000.0,0,AT
22,774,DURCHWACHSENE SILPHIE,CUP PLANT (Silphium perfoliatum),silphium_rosinweeds,3301084400.0,0,AT
23,844,EDELKASTANIEN,NOBLE CHESTNUTS,sweet_chestnuts,3303030500.0,0,AT
24,860,EINJÄHRIGE BAUMSCHULEN,ONE YEAR NURSERY,nurseries_nursery,3303070000.0,0,AT
25,701,EINMÄHDIGE WIESE,ONE-MOWN MEADOW (a meadow that gets mown only once a year),pasture_meadow_grassland_grass,3302000000.0,0,AT
26,686,"ELEFANTENGRAS (CHINASCHILF, MISCANTHUS SINENSIS)",ELEPHANT GRASS (CHINA REED,miscanthus_silvergrass,3301083000.0,0,AT
27,151,EMMER ODER EINKORN (SOMMERUNG) / FELDGEMÜSE,EMMER OR EINKORN (SUMMER) / FIELD VEGETABLES,spring_emmer,3301011202.0,6,AT
28,152,EMMER ODER EINKORN (WINTERUNG) / FELDGEMÜSE,EMMER OR EINKORN (WINTERING) / FIELD VEGETABLES,winter_emmer,3301011201.0,6,AT
29,641,ENERGIEGRAS,ENERGY GRASS,temporary_grass,3301090100.0,0,AT
30,863,ENERGIEHOLZ OHNE ROBINIE,ENERGY WOOD WITHOUT ROBINIA,short_rotation_coppice,3306090000.0,0,AT
31,864,ENERGIEHOLZ ROBINIE,ENERGY WOOD ROBINIA,short_rotation_coppice_robinia,3306090100.0,0,AT
32,115,ERBSEN - GETREIDE GEMENGE,PEAS - GRAIN MIX,cereal_legume_mix,3301091200.0,1,AT
33,164,ERBSEN - GETREIDE GEMENGE / BUCHWEIZEN,PEAS - GRAIN MIX / BUCKWHEAT,cereal_legume_mix,3301091200.0,1,AT
34,129,ERBSEN - GETREIDE GEMENGE / FELDGEMÜSE,PEAS - GRAIN MIX / FIELD VEGETABLES,cereal_legume_mix,3301091200.0,6,AT
35,755,ERDBEEREN,STRAWBERRIES,strawberries,3301130000.0,0,AT
36,756,ERDBEEREN / FELDGEMÜSE,STRAWBERRIES / FIELD VEGETABLES,strawberries,3301130000.0,6,AT
37,961,ERSTAUFFORSTUNG,PRIMARY REFORESTATION,afforestation_reforestation,3306010000.0,0,AT
38,964,ERSTAUFFORSTUNG ALT,FIRST REFORESTATION OLD,afforestation_reforestation,3306010000.0,0,AT
39,209,ESPARSETTE,ESPARSETTE,esparsette_onobrychis,3301020300.0,0,AT
40,696,FELDGEMÜSE EINKULTURIG,FIELD VEGETABLES SINGLE CULTURE,fresh_vegetables,3301070000.0,0,AT
41,676,FELDGEMÜSE EINLEGEGURKEN,FIELD VEGETABLES CUCUMBERS,cucumber_pickle,3301140100.0,0,AT
42,699,FELDGEMÜSE FRISCHMARKT UND VERARBEITUNG MEHRKULTURIG,FIELD VEGETABLES FRESH MARKET AND MULTI-CULTIVATED PROCESSING,fresh_vegetables,3301070000.0,0,AT
43,694,FELDGEMÜSE MEHRKULTURIG,FIELD VEGETABLES MULTI-CROPS,fresh_vegetables,3301070000.0,0,AT
44,653,FELDGEMÜSE OHNE ERNTE,FIELD VEGETABLES WITHOUT HARVEST,fresh_vegetables,3301070000.0,0,AT
45,697,FELDGEMÜSE VERARBEITUNG EINKULTURIG,FIELD VEGETABLES PROCESSING SINGLE CULTURE,fresh_vegetables,3301070000.0,0,AT
46,698,FELDGEMÜSE VERARBEITUNG MEHRKULTURIG,FIELD VEGETABLES PROCESSING MULTI-CULTURED,fresh_vegetables,3301070000.0,0,AT
47,657,FLACHS (FASERLEIN) ZUR FASERERZEUGUNG,FLAX (FIBER) FOR FIBER PRODUCTION,flax_linseed,3301060700.0,0,AT
48,965,FORST GENETISCHE RESSOURCEN,FORESTRY GENETIC RESOURCES,other_tree_wood_forest,3306990000.0,0,AT
49,513,FRÜHKARTOFFELN,EARLY POTATOES,early_season_potatoes,3301030100.0,0,AT
50,529,FRÜHKARTOFFELN / BUCHWEIZEN,EARLY POTATOES / BUCKWHEAT,early_season_potatoes,3301030100.0,6,AT
51,520,FRÜHKARTOFFELN / FELDGEMÜSE,EARLY POTATOES / FIELD VEGETABLES,early_season_potatoes,3301030100.0,6,AT
52,159,FRÜHKARTOFFELN / MAIS,EARLY POTATOES / CORN,early_season_potatoes,3301030100.0,6,AT
53,637,FUTTERGRÄSER,FORAGE GRASS,temporary_grass,3301090100.0,0,AT
54,663,FUTTERGRÄSER / FELDGEMÜSE,FORAGE GRASS / FIELD VEGETABLES,temporary_grass,3301090100.0,6,AT
55,528,FUTTERKARTOFFELN,FEED POTATOES,potatoes,3301030000.0,0,AT
56,631,"FUTTERRÜBEN (RUNKELRÜBEN, BURGUND KOHLRÜBEN)",FORAGE BEET (RUNKEL BEETS,mangelwurzel_fodder_beet,3301290400.0,0,AT
57,840,GEMÜSE IM FOLIENTUNNEL,VEGETABLES IN THE FILM TUNNEL,greenhouse_foil_film,3305000000.0,0,AT
58,839,GEMÜSE IM GEWÄCHSHAUS,VEGETABLES IN THE GREENHOUSE,greenhouse_vegetables,3305010900.0,0,AT
59,540,GEWÜRZFENCHEL,SPICE FENNEL,fennel,3301170000.0,0,AT
60,539,GEWÜRZPFLANZEN,SPICE PLANTS,aromatic_medicinal_culinary_plants_spices_herbs,3301061200.0,0,AT
61,850,GEWÜRZPFLANZEN IM FOLIENTUNNEL,SPICE PLANTS IN THE FOIL TUNNEL,foil_films_herbals,3305020200.0,0,AT
62,849,GEWÜRZPFLANZEN IM GEWÄCHSHAUS,SPICE PLANTS IN THE GREENHOUSE,greenhouse_herbals,3305011000.0,0,AT
63,772,GINKGO,GINKGO,ginko,3303090000.0,0,AT
64,359,GLÖZ FELDGEHÖLZ / BAUM- / GEBÜSCHGRUPPE,GLÖZ FIELD HEDGEYARD/TREES/SCREEN OF TREES,tree_lines,3310300000.0,0,AT
65,352,GLÖZ GRABEN / UFERRANDSTREIFEN,DITCH / BORDER STRIP OF GOOD AGRICULTURAL AND ECOLOGICAL CONDITION,ditches,3310500000.0,0,AT
66,360,GLÖZ HECKE / UFERGEHÖLZ,GLÖZ HEDGE/RIVERBANK,hedges,3310200000.0,0,AT
67,358,GLÖZ NATURDENKMAL FLÄCHE,Natural Site Area,environmental_protection,3311000000.0,0,AT
68,361,GLÖZ RAIN / BÖSCHUNG / TROCKENSTEINMAUER,GLÖZ RAIN / SLOPE / DRYSTONE WALL,stone_walls,3310600000.0,0,AT
69,354,GLÖZ STEINRIEGEL / STEINHAGE,GOOD AGRICULTURAL AND ECOLOGICAL CONDITION STEINRIEGEL / STEINHAGE,stone_walls,3310600000.0,0,AT
70,355,GLÖZ TEICH / TÜMPEL,POND / POOL OF GOOD AGRICULTURAL AND ECOLOGICAL CONDITION,wetlands,3310400000.0,0,AT
71,771,GRÜNBRACHE,GREEN FALLOW,fallow_land_not_crop,3301110000.0,0,AT
72,721,GRÜNLANDBRACHE,GRASSLAND FALLOW,fallow_land_not_crop,3301110000.0,0,AT
73,135,GRÜNMAIS,GREEN CORN,green_silo_maize,3301090400.0,0,AT
74,681,GRÜNSCHNITTROGGEN,GREEN CUT RYE,green_cut_rye,3301090600.0,0,AT
75,765,GRÜNSCHNITTROGGEN / HIRSE,GREEN CUT RYE / MILLET,green_cut_rye,3301090600.0,6,AT
76,764,GRÜNSCHNITTROGGEN / MAIS,GREEN CUT RYE / CORN,green_cut_rye,3301090600.0,6,AT
77,766,GRÜNSCHNITTROGGEN / SONNENBLUME,GREEN CUT RYE / SUNFLOWER,green_cut_rye,3301090600.0,6,AT
78,766,GRÜNSCHNITTROGGEN / SONNENBLUMEN,GREEN CUT RYE / SUNFLOWERS,green_cut_rye,3301090600.0,6,AT
79,763,GRÜNSCHNITTROGGEN / SUDANGRAS,GREEN CUT RYE / SUDAN GRASS,green_cut_rye,3301090600.0,6,AT
80,658,HANF,HEMP,hemp_cannabis,3301061000.0,0,AT
81,855,HASELNÜSSE UND ANDERE SCHALENFRÜCHTE,HASELNUTS AND OTHER TREE NUTS,nuts,3303030000.0,7,AT
82,538,HEILPFLANZEN,MEDICINAL PLANTS,aromatic_medicinal_culinary_plants_spices_herbs,3301061200.0,0,AT
83,848,HEILPFLANZEN IM FOLIENTUNNEL,MEDICINAL PLANTS IN THE FILM TUNNEL,greenhouse_foil_film,3305000000.0,0,AT
84,847,HEILPFLANZEN IM GEWÄCHSHAUS,MEDICINAL PLANTS IN THE GREENHOUSE,greenhouse_foil_film,3305000000.0,0,AT
85,118,HIRSE,MILLET,millet_sorghum,3301010900.0,0,AT
86,132,HIRSE / FELDGEMÜSE,MILLET / FIELD VEGETABLES,millet_sorghum,3301010900.0,6,AT
87,832,HOLUNDER,ELDER,elder_elderberry,3303080400.0,0,AT
88,821,HOPFEN,HOP,hops,3301060200.0,0,AT
89,707,HUTWEIDE,MEAGER PASTURE,pasture_meadow_grassland_grass,3302000000.0,0,AT
90,537,JOHANNISKRAUT,ST. JOHNs WORT,st_johns_wort,3301061234.0,0,AT
91,120,KANARIENSAAT,CANARY SEED,canary_seed_canaryseed,3301011400.0,0,AT
92,623,KICHERERBSEN,CHICKPEAS,chickpeas,3301020200.0,0,AT
93,812,KIRSCHEN,CHERRIES,cherry_cherries,3303010400.0,0,AT
94,633,KLEE,CLOVER,clover,3301090303.0,0,AT
95,664,KLEE / FELDGEMÜSE,CLOVER / FIELD VEGETABLES,clover,3301090303.0,6,AT
96,634,KLEEGRAS,CLOVER-GRASS,clover_grass_mix,3301090501.0,1,AT
97,665,KLEEGRAS / FELDGEMÜSE,CLOVER GRASS / FIELD VEGETABLES,clover_grass_mix,3301090501.0,6,AT
98,184,KLEEGRAS / SILOMAIS,CLOVER GRASS / SILAGE MAIZE,clover_grass_mix,3301090501.0,6,AT
99,201,KÖRNERERBSEN,GRAIN PEAS,peas,3301020600.0,0,AT
100,204,KÖRNERERBSEN / FELDGEMÜSE,GRAIN PEAS / FIELD VEGETABLES,peas,3301020600.0,6,AT
101,105,KÖRNERMAIS,GRAIN CORN,grain_maize_corn_popcorn,3301010600.0,0,AT
102,180,KRESSE,Garden cress,cress,3301210300.0,0,AT
103,689,LEINDOTTER,CAMELINA (Camelina sativa),camelina,3301061500.0,0,AT
104,622,LINSEN,LENTILS,lentils,3301020500.0,0,AT
105,350,LSE FELDGEHÖLZ / BAUM- / GEBÜSCHGRUPPE,PROTECTED LANDSCAPE ELEMENT FIELD WOOD / TREE / BRUSH GROUP,tree_lines,3310300000.0,0,AT
106,351,LSE HECKE / UFERGEHÖLZ,(Protected Landscape Element) HEDGE / SHORE WOOD,hedges,3310200000.0,0,AT
107,366,LSE MEHRNUTZENHECKE,LSE MULTI-USE HECK,tree_wood_forest,3306000000.0,0,AT
108,353,LSE RAIN / BÖSCHUNG / TROCKENSTEINMAUER,PROTECTED LANDSCAPE ELEMENET RAIN / EMBANKMENT / DRY STONE WALL,stone_walls,3310600000.0,0,AT
109,635,LUZERNE,ALFALFA,alfalfa_lucerne,3301090301.0,0,AT
110,717,MÄHWIESE/-WEIDE DREI UND MEHR NUTZUNGEN,MOWING MEADOW / PASTURE (THREE AND MORE USES),pasture_meadow_grassland_grass,3302000000.0,4,AT
111,716,MÄHWIESE/-WEIDE ZWEI NUTZUNGEN,MOWING MEADOW / PASTURE (TWO USES),pasture_meadow_grassland_grass,3302000000.0,4,AT
112,172,MAIS / KÄFERBOHNEN IN GETRENNTEN REIHEN,CORN / BEETLE BEANS IN SEPARATED ROWS,maize_bean_row_mix,3301321301.0,2,AT
113,106,MAIS CORN-COB-MIX (CCM),CORN CORN-COB-MIX (CCM),grain_maize_corn_popcorn,3301010600.0,0,AT
114,131,MAIS CORN-COB-MIX (CCM) / FELDGEMÜSE,CORN CORN COB MIX (CCM) / FIELD VEGETABLES,grain_maize_corn_popcorn,3301010600.0,6,AT
115,680,MARIENDISTELN,MARIAN THISTLES (Silybum marianum),marian_thistles,3301061300.0,0,AT
116,813,MARILLEN,Apricots,apricots,3303010300.0,0,AT
117,861,MEHRJÄHRIGE BAUMSCHULEN,MULTI-YEAR NURSERY,nurseries_nursery,3303070000.0,0,AT
118,920,NATURSCHUTZFACHLICH WERTVOLLE PFLEGEFLÄCHE,VALUABLE ECOLOGIC PROTECTION AREA,environmental_protection,3311000000.0,0,AT
119,829,NEKTARINEN,NECTARINES,nectarine,3303010900.0,0,AT
120,0,NICHT DEFINIERT,NOT DEFINED,not_known_and_other,3399000000.0,0,AT
121,806,OBST / HOPFEN BODENGESUNDUNG,FRUIT / HOP SOIL HEALTH,fallow_land_not_crop,3301110000.0,0,AT
122,852,OBST IM FOLIENTUNNEL,FRUIT IN THE FILM TUNNEL,greenhouse_foil_film,3305000000.0,0,AT
123,851,OBST IM GEWÄCHSHAUS,FRUITS IN THE GREENHOUSE,greenhouse_fruits,3305011100.0,0,AT
124,806,OBST/HOPFEN BODENGESUNDUNG,FRUIT / HOP SOIL RECOVERY,fallow_land_not_crop,3301110000.0,0,AT
125,751,ÖLKÜRBIS,OIL PUMPKIN,pumpkin_squash_gourd,3301140400.0,0,AT
126,751,ÖLKÜRBISSE,OIL PUMPKINS,pumpkin_squash_gourd,3301140400.0,0,AT
127,310,ÖLLEIN (NICHT ZUR FASERGEWINNUNG),FLAX (NOT FOR FIBER RECOVERY),flax_linseed_oil,3301060702.0,0,AT
128,311,ÖLLEIN (NICHT ZUR FASERGEWINNUNG) / FELDGEMÜSE,OIL FLAX (NOT FOR FIBER PRODUCTION) / FIELD VEGETABLES,flax_linseed_oil,3301060702.0,6,AT
129,690,ÖLRETTICH,OIL RADISH,oil_fodder_radish,3301210600.0,0,AT
130,210,PELUSCHKE,PELUSCHKE,peas,3301020600.0,0,AT
131,210,PELUSCHKEN,FIELD PEA (Pisum sativum),peas,3301020600.0,0,AT
132,814,PFIRSICHE,PEACHES,peach,3303011100.0,0,AT
133,830,PFLAUMEN,PLUMS,plums,3303011300.0,0,AT
134,682,PHACELIA,PHACELIA,phacelia,3301061400.0,0,AT
135,626,PLATTERBSEN,FLAT PEAS,lathyrus_peavine,3301020800.0,0,AT
136,759,QUINOA,QUINOA,quinoa,3301150300.0,0,AT
137,828,QUITTEN,QUINCES,quinces,3303011500.0,0,AT
138,862,REBSCHULEN,VINE SCHOOLS,vineyards_wine_vine_rebland_grapes,3303060000.0,0,AT
139,179,REIS,Rice,rice,3301010700.0,0,AT
140,767,ROLLRASEN,TURF,sod_turf,3301090207.0,0,AT
141,691,RÜBENVERMEHRUNG,BEET PROPAGATION,beetroot_beets,3301290200.0,0,AT
142,527,SAATKARTOFFELN,SEED POTATOES,potatoes,3301030000.0,0,AT
143,173,SAATMAISVERMEHRUNG,SEED CORN PROPAGATION,grain_maize_corn_popcorn,3301010600.0,0,AT
144,775,SALBEI (CHIA),SAGE (CHIA),sage_chia,3301190000.0,0,AT
145,842,"SCHALENFRÜCHTE (WALNÜSSE, HASELNÜSSE, ...)",NUTS (WALNUTS HAZELNUTS ...),nuts,3303030000.0,0,AT
146,906,SCHNITTWEINGARTEN,CUT WINE GARDEN,vineyards_wine_vine_rebland_grapes,3303060000.0,0,AT
147,506,SENF,MUSTARD,mustard,3301210100.0,0,AT
148,109,SILOMAIS,SILO CORN,green_silo_maize,3301090400.0,0,AT
149,308,SOJABOHNEN,SOYBEANS,soy_soybeans,3301160000.0,0,AT
150,309,SOJABOHNEN / SOMMERWICKEN IN GETRENNTEN REIHEN,SOYBEANS / SUMMER VETCHETS IN SEPARATE ROWS,soybeans_vetches_row_mix,3301321302.0,2,AT
151,212,SOMMERACKERBOHNEN,SUMMER VEGETABLE BEANS,beans,3301020100.0,0,AT
152,146,SOMMERDINKEL (SPELZ),SUMMER SPELT (SPELT),spring_spelt,3301011002.0,0,AT
153,147,SOMMERDINKEL (SPELZ) / FELDGEMÜSE,SUMMER SPELLED / FIELD VEGETABLES,spring_spelt,3301011002.0,6,AT
154,111,SOMMERGERSTE,SUMMER BARLEY,spring_barley,3301010402.0,0,AT
155,181,SOMMERGERSTE (HERBSTANBAU),SUMMER BARLEY (AUTUMN SOWING),spring_barley,3301010402.0,0,AT
156,183,SOMMERGERSTE (HERBSTANBAU) / BUCHWEIZEN,SPRING BARLEY (AUTUMN CULTIVATION) / BUCKWHEAT,spring_barley_with_undersowing,3301320402.0,1,AT
157,182,SOMMERGERSTE (HERBSTANBAU) / FELDGEMÜSE,SUMMER BARLEY (AUTUMN CROPS) / FIELD VEGETABLES,spring_barley,3301010402.0,6,AT
158,161,SOMMERGERSTE / BUCHWEIZEN,SUMMER BARLEY / BUCKWHEAT,spring_barley_with_undersowing,3301320402.0,1,AT
159,126,SOMMERGERSTE / FELDGEMÜSE,SUMMER BARLEY / FIELD VEGETABLES,spring_barley,3301010402.0,6,AT
160,155,SOMMERHAFER,SUMMER OATS,spring_oats,3301010502.0,0,AT
161,156,SOMMERHAFER / FELDGEMÜSE,SUMMER OATS / FIELD VEGETABLES,spring_oats,3301010502.0,6,AT
162,163,SOMMERHAFER / FUTTERRÜBE,SUMMER OATS / FOOD BEET,spring_oats,3301010502.0,6,AT
163,185,SOMMERHAFER / KLEEGRAS,SOMMERHAFER / CLOVER GRASS,spring_oats_with_undersowing,3301320502.0,1,AT
164,166,SOMMERHARTWEIZEN (DURUM),SUMMER HARD WHEAT (DURUM),spring_durum_hard_wheat,3301010202.0,0,AT
165,170,SOMMERHARTWEIZEN (DURUM) / BUCHWEIZEN,SUMMER HARD WHEAT (DURUM) / BUCKWHEAT,spring_durum_hard_wheat_with_undersowing,3301320302.0,1,AT
166,168,SOMMERHARTWEIZEN (DURUM) / FELDGEMÜSE,SUMMER HARD WHEAT / FIELD VEGETABLES,spring_durum_hard_wheat,3301010202.0,6,AT
167,214,SOMMERKÖRNERERBSEN,SUMMER PEAS,peas,3301020600.0,0,AT
168,535,SOMMERKÜMMEL,SUMMER CUMIN,caraway,3301061211.0,0,AT
169,627,SOMMERLINSEN,SUMMER LENTILS,lentils,3301020500.0,0,AT
170,114,SOMMERMENGGETREIDE,SUMMER MESLIN,spring_meslin,3301011102.0,0,AT
171,128,SOMMERMENGGETREIDE / FELDGEMÜSE,SUMMER Meslin / FIELD VEGETABLES,spring_meslin,3301011102.0,6,AT
172,509,SOMMERMOHN,SUMMER POPPY,summer_poppy,3301060602.0,0,AT
173,302,SOMMERRAPS,SUMMER RAPES,summer_rapeseed_rape,3301060403.0,0,AT
174,141,SOMMERROGGEN,SUMMER RYE,spring_rye,3301010302.0,0,AT
175,143,SOMMERROGGEN / FELDGEMÜSE,SUMMER RYE / FIELD VEGETABLES,spring_rye,3301010302.0,6,AT
176,304,SOMMERRÜBSEN,SUMMER BEETS,beetroot_beets,3301290200.0,0,AT
177,157,SOMMERTRITICALE,SUMMER TRITICALE,spring_triticale,3301010802.0,0,AT
178,158,SOMMERTRITICALE / FELDGEMÜSE,SUMMER TRITICALE / FIELD VEGETABLES,spring_triticale,3301010802.0,6,AT
179,137,SOMMERWEICHWEIZEN,SUMMER COMMON WHEAT,spring_common_soft_wheat,3301010102.0,0,AT
180,139,SOMMERWEICHWEIZEN / FELDGEMÜSE,SUMMER WHEAT / FIELD VEGETABLES,spring_common_soft_wheat,3301010102.0,6,AT
181,624,SOMMERWICKEN,SUMMER VETCHES,vetches,3301090305.0,0,AT
182,307,SONNENBLUMEN,SUNFLOWERS,sunflower,3301060500.0,0,AT
183,661,SONSTIGE ACKERFLÄCHEN,OTHER FARM AREA,other_arable_land_crops,3301990000.0,0,AT
184,671,SONSTIGE ACKERKULTUREN,OTHER FARM CROPS,other_arable_land_crops,3301990000.0,0,AT
185,843,SONSTIGE FLÄCHEN: GESCHÜTZTER ANBAU,OTHER AREAS: PROTECTED CULTIVATION,environmental_protection,3311000000.0,0,AT
186,710,SONSTIGE GRÜNLANDFLÄCHEN,OTHER GRASSLAND AREAS,pasture_meadow_grassland_grass,3302000000.0,0,AT
187,722,SONSTIGE HUTWEIDEFLÄCHEN,OTHER MEAGER MEADOW AREAS,pasture_meadow_grassland_grass,3302000000.0,0,AT
188,846,SONSTIGE KULTUREN IM FOLIENTUNNEL,OTHER CULTURES IN THE FILM TUNNEL,greenhouse_foil_film,3305000000.0,0,AT
189,845,SONSTIGE KULTUREN IM GEWÄCHSHAUS,OTHER CULTURES IN THE GREENHOUSE,greenhouse_foil_film,3305000000.0,0,AT
190,752,"SONSTIGE ÖLFRÜCHTE (SAFLOR, ...)",OTHER OIL FRUITS (SAFLORO ...),oilseed_crops,3301060800.0,0,AT
191,810,SONSTIGE SPEZIALKULTURFLÄCHEN,OTHER SPECIAL CULTURAL AREAS,not_known_and_other,3399000000.0,0,AT
192,907,SONSTIGE WEINFLÄCHEN,OTHER WINE AREAS,vineyards_wine_vine_rebland_grapes,3303060000.0,0,AT
193,679,SONSTIGES FELDFUTTER,OTHER FIELD FORAGE,other_plants_harvested_green,3301099900.0,0,AT
194,117,SORGHUM,SORGHUM,millet_sorghum,3301010900.0,0,AT
195,525,SPEISEINDUSTRIEKARTOFFELN,FOOD INDUSTRY POTATOES,potatoes,3301030000.0,0,AT
196,524,SPEISEKARTOFFELN,EDIBLE POTATOES,potatoes,3301030000.0,0,AT
197,526,SPEISEKARTOFFELN / FELDGEMÜSE,EDIBLE POTATOES / FIELD VEGETABLES,potatoes,3301030000.0,6,AT
198,768,SPEISEKÜRBIS,PUMPKIN,pumpkin_squash_gourd,3301140400.0,0,AT
199,768,SPEISEKÜRBISSE,PUMPKINS,pumpkin_squash_gourd,3301140400.0,0,AT
200,519,STÄRKEINDUSTRIEKARTOFFELN,STARCH POTATOES,potatoes,3301030000.0,0,AT
201,831,STRAUCHBEEREN,SHRUBBERRIES,berries_berry_species,3303020000.0,0,AT
202,704,STREUWIESE,LITTER MEADOW,pasture_meadow_grassland_grass,3302000000.0,0,AT
203,154,SUDANGRAS,SUDAN GRASS (Sorghum sudanense),poaceae_grasses,3301090200.0,0,AT
204,203,SÜSSLUPINEN,SWEET LUPINES,sweet_lupins,3301020700.0,0,AT
205,817,TAFELÄPFEL,TABLE APPLES (Edible Apples),apples,3303010200.0,0,AT
206,818,TAFELBIRNEN,TABLE PEARS,pears,3303011200.0,0,AT
207,769,TOPINAMBUR,TOPINAMBUR (Helianthus tuberosus),topinambur_jerusalem_artichoke,3301180000.0,0,AT
208,960,WALDUMWELTMASSNAHMEN,Good agricultural and ecological condition NATURAL MONUMENT AREA,environmental_protection,3311000000.0,0,AT
209,854,WALNÜSSE,WALNUTS,walnuts,3303030600.0,0,AT
210,636,WECHSELWIESE,ALTERNATE MEADOW,pasture_meadow_grassland_grass,3302000000.0,0,AT
211,636,"WECHSELWIESE (EGART, ACKERWEIDE)",ALTERNATE MEADOW (EGART,pasture_meadow_grassland_grass,3302000000.0,0,AT
212,819,WEICHSELN,SOUR CHERRIES,cherry_cherries,3303010400.0,0,AT
213,901,WEIN,WINE,vineyards_wine_vine_rebland_grapes,3303060000.0,0,AT
214,902,WEIN BODENGESUNDUNG,WINE SOIL RECOVERY,fallow_land_not_crop,3301110000.0,0,AT
215,638,WICKEN - GETREIDE GEMENGE,VETCHES - GRAIN MIX,cereal_legume_mix,3301091200.0,1,AT
216,211,WINTERACKERBOHNEN,WINTER BEANS,beans,3301020100.0,0,AT
217,145,WINTERDINKEL (SPELZ),WINTER SPELT (SPELT),winter_spelt,3301011001.0,0,AT
218,148,WINTERDINKEL (SPELZ) / FELDGEMÜSE,WINTER SPELT (SPELT) / FIELD VEGETABLES,winter_spelt,3301011001.0,6,AT
219,110,WINTERGERSTE,WINTER BARLEY,winter_barley,3301010401.0,0,AT
220,153,WINTERGERSTE / BUCHWEIZEN,WINTER BARLEY / BUCKWHEAT,winter_barley,3301010401.0,6,AT
221,125,WINTERGERSTE / FELDGEMÜSE,WINTER BARLEY / FIELD VEGETABLES,winter_barley,3301010401.0,6,AT
222,177,WINTERGERSTE / FUTTERGRÄSER,WINTER BARLEY / FORAGE GRASSES,winter_barley_with_undersowing,3301320401.0,1,AT
223,178,WINTERGERSTE / KLEE,WINTER BARLEY / CLOVER,winter_barley_with_undersowing,3301320401.0,1,AT
224,176,WINTERGERSTE / KLEEGRAS,WINTER BARLEY / CLOVER GRASS,winter_barley_with_undersowing,3301320401.0,1,AT
225,175,WINTERGERSTE / KÖRNERMAIS,WINTER BARLEY / GRAIN CORN,winter_barley,3301010401.0,6,AT
226,174,WINTERGERSTE / SILOMAIS,WINTER BARLEY / SILO MAIZE,winter_barley,3301010401.0,6,AT
227,776,WINTERGERSTE / SOJABOHNEN,WINTER BARLEY / SOYBEANS,winter_barley,3301010401.0,6,AT
228,177,WINTERGERSTE/FUTTERGRÄSER,WINTER BARLEY / FORAGE GRASS,winter_barley_with_undersowing,3301320401.0,1,AT
229,178,WINTERGERSTE/KLEE,WINTER BARLEY / CLOVER,winter_barley_with_undersowing,3301320401.0,1,AT
230,176,WINTERGERSTE/KLEEGRAS,WINTER BARLEY / CLOVER GRASS,winter_barley_with_undersowing,3301320401.0,1,AT
