,crop_code,crop_name,EC_trans_n,EC_hcat_n,EC_hcat_c,mixed_crops,country_code
2148,790,Alle anderen Handelsgewaechse (ausser Dauerkulturen),All other commercial crops (except permanent crops),other_arable_land_crops,3301990000.0,0,DE_BRB
2149,290,Alle anderen Huelsenfruechte zur Koernergewinnung,All other legumes for grain production,legumes_dried_pulses_protein_crops,3301020000.0,0,DE_BRB
2150,633,"Allium/Lauch (Speise-Zwiebel, Schalotte, Lauch, Knoblauch, Schnittlauch, Winterheckenzwiebel, Baerlauch)","Allium/leek (onion, shallot, leek, garlic, chives, winter onion, wild garlic)",alliums,3301220000.0,0,DE_BRB
2151,633,"Allium/Lauch (Speise-Zwiebel, Schalotte, Lauch, Knoblauch, Schnittlauch, Winterheckenzwiebel, Bärlauch)","Allium/leek (onion, shallot, leek, garlic, chives, winter onion, wild garlic)",alliums,3301220000.0,0,DE_BRB
2152,636,"Allium/Lauch (Speise-Zwiebel, Schalotte, Lauch, Knoblauch, Schnittlauch, Winterheckenzwie-bel, Bärlauch)","Allium/Leek (onions, shallots, leeks, garlic, chives, winter onions, wild garlic)",alliums,3301220000.0,0,DE_BRB
2153,186,Amarant (Fuchschwanz),Amaranth (foxtail),amaranth,3301150100.0,0,DE_BRB
2154,186,"Amarant, Fuchsschwanz",amaranth,amaranth,3301150100.0,0,DE_BRB
2155,632,Andere Gemuesearten,Other vegetables,fresh_vegetables,3301070000.0,0,DE_BRB
2156,632,Andere Gemüsearten,Other vegetables,fresh_vegetables,3301070000.0,0,DE_BRB
2157,390,Andere Oelfruechte z. Koernergew.,Other oil fruits e.g. grain energy,oilseed_crops,3301060800.0,0,DE_BRB
2158,651,"Anethum (Dill, Gurkenkraut)","Anethum (dill, cucumber herb)",anethum_dill,3301061203.0,0,DE_BRB
2159,491,Anteil an Gemeinschaftsweiden,Share of common pastures,pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2160,836,Äpfel (Ertragsanlagen),Apples (yield investments),apples,3303010200.0,0,DE_BRB
2161,836,Äpfel in Vollanbau,Apples in full cultivation,apples,3303010200.0,0,DE_BRB
2162,649,Artischocke,artichoke,artichoke,3301270000.0,0,DE_BRB
2163,999,Auf Grund Haertefall voruebergehend nicht verfuegbare Flaeche,Area temporarily unavailable due to hardship,unmaintained,3308000000.0,0,DE_BRB
2164,556,Aufforstung nach Aufforstungspraemie,Afforestation according to afforestation bonus,afforestation_reforestation,3306010000.0,0,DE_BRB
2165,2,Baumreihen (> 50m) CC,Tree rows (> 50m) CC,tree_lines,3310300000.0,0,DE_BRB
2166,839,Baumschulen (Beerenobst zur Vermehrung),Tree nurseries (soft fruit for propagation),berries_berry_species,3303020000.0,0,DE_BRB
2167,830,"Baumschulen, nicht fuer Beerenobst","Nurseries, not for soft fruit",nurseries_nursery,3303070000.0,0,DE_BRB
2169,838,"Baumschulen, nicht für Beerenobst",Nurseries/Tree nurseries (excluding soft fruit),nurseries_nursery,3303070000.0,0,DE_BRB
2170,831,Beerenobst zur Vermehrung (in Baumschulen),Berry fruit for propagation (in nurseries),berries_berry_species,3303020000.0,0,DE_BRB
2172,817,"Beerenobst, z.B. Johannis-, Stachel-, Himbeeren","Berry fruit e.g. currants, gooseberries",berries_berry_species,3303020000.0,0,DE_BRB
2174,817,"Beerenobst, z.B. Johannis-, Stachelbeeren","Berry fruit e.g. currants, gooseberries",berries_berry_species,3303020000.0,0,DE_BRB
2175,,beetweiser Anbau von Gemüse,vegetables,fresh_vegetables,3301070000.0,0,DE_BRB
2176,,beetweiser Anbau von Küchenkräuter/Heil- und Gewürzpflanzen,Kitchen herbs / medicinal and aromatic plants,aromatic_medicinal_culinary_plants_spices_herbs,3301061200.0,0,DE_BRB
2177,,beetweiser Anbau Zierpflanzen,Ornamental plants (including flowers to pick yourself),flowers_ornamental_plants,3301080000.0,0,DE_BRB
2178,842,Bestockte Rebflaeche,Planted vineyard area,vineyards_wine_vine_rebland_grapes,3303060000.0,0,DE_BRB
2179,492,"Beweidung von Dauergruenland 
unter etablierten lokalen Praktiken (z. B. Trockenrasen)","Grazing on permanent grassland
under established local practices (e.g. dry grassland)",pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2180,492,"Beweidung von Dauergruenland unter etablierten lokalen Praktiken (z. B. Trockenrasen, beihilfefaehige Heiden)","Grazing on permanent grassland under established local practices (e.g. dry grassland, eligible heaths)",pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2181,492,"Beweidung von Dauergrünland unter etablierten lokalen Praktiken (z. B. Trockenrasen, beihilfefähige Heiden)","Grazing on permanent grassland under established local practices (e.g. dry grassland, eligible heaths)",pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2182,930,Bewirtsch.Gewaesser/Teichflaechen,Management of water bodies/pond areas,wetlands,3310400000.0,0,DE_BRB
2183,924,Biotope ohne landwirtschaftliche Nutzung,Biotopes without agricultural use,environmental_protection,3311000000.0,0,DE_BRB
2184,813,Birnen (Ertragsanlagen),Pears (crop plants),pears,3303011200.0,0,DE_BRB
2186,732,"Blumen u. nicht verholzende Zierpfl. unter Glas, Plas.,Fo.","Flowers and non-woody ornamental plants under glass, plas., fo.",greenhouse_flowers,3305010800.0,0,DE_BRB
2187,732,Blumen und nicht verholzende Zierpflanzen unter Glas,Flowers and non-woody ornamental plants under glass,greenhouse_flowers,3305010800.0,0,DE_BRB
2188,722,Blumen und nichtverholzende Zierpflanzen (Freiland),Flowers and non-woody ornamental plants (outdoors),flowers_ornamental_plants,3301080000.0,0,DE_BRB
2189,712,Blumenkohl Freiland,Cauliflower outdoors,cauliflower,3301210204.0,0,DE_BRB
2190,426,"Bockshornklee, Schabziger Klee","Fenugreek, Schabzig clover",fenugreek,3301020400.0,0,DE_BRB
2191,590,Brache mit jaehrlicher Einsaat von Bluehmischungen),Fallow with annual sowing of flower mixtures),fallow_land_not_crop,3301110000.0,0,DE_BRB
2192,590,Brache mit jährlicher Einsaat von Blühmischungen,Fallow with annual sowing of flowering mixtures,fallow_land_not_crop,3301110000.0,0,DE_BRB
2193,590,Brache mit jährlicher Einsaat von Blühmischungen),Fallow with annual sowing of flowering mixtures),fallow_land_not_crop,3301110000.0,0,DE_BRB
2194,62,Brachen ohne Erzeugung OeVF,Fallow land without EFA production,fallow_land_not_crop,3301110000.0,0,DE_BRB
2195,62,Brachen ohne Erzeugung ÖVF,Fallow land without public transport production,fallow_land_not_crop,3301110000.0,0,DE_BRB
2196,614,Brauner Senf (Brauner Senf/Sareptasenf),Brown mustard (brown mustard/sarepta mustard),mustard,3301210100.0,0,DE_BRB
2197,614,"Brauner Senf, Sareptasenf","Brown mustard, sarepta mustard",mustard,3301210100.0,0,DE_BRB
2198,614,Brauner Senf/Sareptasenf,Brown mustard/sarepta mustard,mustard,3301210100.0,0,DE_BRB
2199,182,Buchweizen,Buckwheat,buckwheat,3301150200.0,0,DE_BRB
2200,852,Chinaschilf (Miscanthus),Chinese reed (Miscanthus),miscanthus_silvergrass,3301083000.0,0,DE_BRB
2202,852,Chinaschilf/Miscanthus,Chinese reed / Miscanthus,miscanthus_silvergrass,3301083000.0,0,DE_BRB
2203,9,CODE ONLY APPEARS IN 2018 - NO REFERENCE,CODE ONLY APPEARS IN 2018 - NO REFERENCE,not_known_and_other,3399000000.0,0,DE_BRB
2204,172,Corn Cob Mix,Corn Cob Mix,green_silo_maize,3301090400.0,0,DE_BRB
2205,592,Dauergruenland aus der Erzeugung genommen,Permanent grassland taken out of production,pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2206,592,Dauergruenland aus der Erzeugung genommen iSd. Art. 4 Abs. 1 Buchst. c) ii) VO 1307/2013,Permanent grassland taken out of production under Art. 4 para. 1 c) ii) Regulation 1307/2013,pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2207,,Dauergrünland aus der Erzeugung genommen,Permanent grassland withdrawn from production within the meaning of Art. 4 para. 1 letter c) ii) Regulation 1307/2013/Permanent grass land suspendet from production,pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2208,592,Dauergrünland aus der Erzeugung genommen iSd. Art. 4 Abs. 1 Buchst. c) ii) VO 1307/2013,Permanent grassland removed from production iSd. Art. 4 Paragraph 1 Letter c) ii) Regulation 1307/2013,pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2209,855,"Dauerkultur einer Gattung/Art, die in der aktuellen Liste nicht aufgefuehrt ist",Permanent culture of a genus/species that is not included in the current list,permanent_crops_perennial,3303000000.0,0,DE_BRB
2210,593,Dauerkulturen aus der Erzeugung genommen,Permanent crops taken out of production,fallow_land_not_crop,3301110000.0,0,DE_BRB
2211,592,DGL a. d. Erzeug gen. iSd. Art. 4 Abs. 1 c) ii) VO 1307/2013,Permanent grassland taken out of production under Art. 4 para. 1 c) ii) Regulation 1307/2013,pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2212,444,DGL Neueinsaat als Ersatz fuer genehmigten DGL Umbruch,permanent grassland new seeding as a replacement for approved permanent grassland upheaval,pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2213,444,DGL Neueinsaat als Ersatz für genehmigten DGL Umbruch,permanent grassland new sowing as a replacement for approved permanent grassland plowing,pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2214,492,DGL unter etablierten lok. Prakt. (Z.B. Heide),Permanent grassland under established local practices (e.g. heather)/established local practices,pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2215,651,"Dill, Gurkenkraut",Dill/Anethum (dill,anethum_dill,3301061203.0,0,DE_BRB
2216,114,Dinkel,Spelt,spelt,3301011000.0,0,DE_BRB
2217,10,Einjährige Blühstreifen AUKM,Annual flower strips AUKM (Agri-environmental and climate measures),field_margins_buffer_strips_flowering_areas,3310100000.0,0,DE_BRB
2218,5,Einzelbäume CC,Single trees CC,tree_lines,3310300000.0,0,DE_BRB
2219,801,"Energiepflanze einer Gattung/Art, die in der aktuellen Liste nicht aufgefuehrt ist",Energy plant of a genus/species that is not included in the current list,other_arable_land_crops,3301990000.0,0,DE_BRB
2220,210,"Erbsen (Erbse, Markerbse, Schalerbse, Zuckererbse)","Peas (peas, marsh peas, shell peas, sugar peas)",peas,3301020600.0,0,DE_BRB
2221,210,"Erbsen (Mark-, Schal-, Zucker-, Futtererbse, Peluschke)",Peas (fresh / table peas free range)/Peas for grain production,peas,3301020600.0,0,DE_BRB
2222,210,"Erbsen (Markerbse, Schalerbse, Zuckererbse, Futtererbse, Peluschke)","Peas (marrow peas, shell peas, sugar peas, field peas, peas)",peas,3301020600.0,0,DE_BRB
2223,210,Erbsen zur Koernergewinnung,Peas for grain production,peas,3301020600.0,0,DE_BRB
2224,240,Erbsen/Bohnen,Peas beans/Mixed peas / beans,legumes_dried_pulses_protein_crops,3301020000.0,3,DE_BRB
2225,240,Erbsen/Bohnen zur Koernergewinnung,Peas/beans for grain production,legumes_dried_pulses_protein_crops,3301020000.0,3,DE_BRB
2226,707,Erdbeeren,Strawberries,strawberries,3301130000.0,0,DE_BRB
2227,723,Erdbeeren (Freiland),Strawberries (outdoor),strawberries,3301130000.0,0,DE_BRB
2228,429,Esparsette,Esparsette,esparsette_onobrychis,3301020300.0,0,DE_BRB
2229,9,EUGAL-Bautätigkeiten,EUGarable land construction activities,not_known_and_other,3399000000.0,0,DE_BRB
2230,710,Faerberkrapp,Madder,rubia_tinctorum_common_madder,3301061231.0,0,DE_BRB
2231,703,Faerber-Waid,Faerber woad,isatis_tinctoria_woad,3301082400.0,0,DE_BRB
2232,,Färberdisteln,Safflower,safflower,3301083900.0,0,DE_BRB
2233,,Färberkrapp (Rubia tinctorum),Common madder (Rubia tinctorum),rubia_tinctorum_common_madder,3301061231.0,0,DE_BRB
2234,342,Faserflachs,fiber flax,flax_linseed,3301060700.0,0,DE_BRB
2235,701,Faserhanf,Fiber hemp,hemp_cannabis,3301061000.0,0,DE_BRB
2236,3,Feldgehölze (100 - 2.000m²) CC,field trees (100 - 2.000m) CC,tree_lines,3310300000.0,0,DE_BRB
2237,13,Feldraine,Field margins,field_margins_buffer_strips_flowering_areas,3310100000.0,0,DE_BRB
2238,58,Feldrand / Pufferstreifen ÖVF AL,Field edge / buffer strip EFA arable land,field_margins_buffer_strips_flowering_areas,3310100000.0,0,DE_BRB
2239,57,Feldrand / Pufferstreifen ÖVF DGL,Field edge / buffer strip EFA permanent grassland,field_margins_buffer_strips_flowering_areas,3310100000.0,0,DE_BRB
2240,58,Feldrand OeVF,Field edge EFA,field_margins_buffer_strips_flowering_areas,3310100000.0,0,DE_BRB
2241,58,Feldrand ÖVF,Field edge EFA,field_margins_buffer_strips_flowering_areas,3310100000.0,0,DE_BRB
2242,636,Feldsalat/Ackersalat/Rapunzel,Lamb's lettuce/field lettuce/rapunzel,lambs_lettuce_rapunzel,3301310500.0,0,DE_BRB
2243,636,Feldsalate (Feldsalat/Ackersalat/ Rapunzel),Lamb's lettuce (corn salad/field lettuce/rapunzel),lambs_lettuce_rapunzel,3301310500.0,0,DE_BRB
2244,13,Feldvogelinseln AUKM,Field bird islands AUKM (Agri-environmental and climate measures),environmental_protection,3311000000.0,0,DE_BRB
2246,12,"Fels- u. Steinriegel, naturversteinte Fl.","Rock & stone bars, natural petrified fl.",stone_walls,3310600000.0,0,DE_BRB
2247,648,"Fenchel (Gemuesefenchel,Koernerfenchel)","Fennel (vegetable fennel, seed fennel)",fennel,3301170000.0,0,DE_BRB
2248,648,"Fenchel (Gemüsefenchel, Körnerfenchel)",Fennel (vegetable fennel/Fennel (vegetables / grains),fennel,3301170000.0,0,DE_BRB
2249,648,"Fenchel (Gemüsefenchel,Körnerfenchel)","Fennel (vegetable fennel, grain fennel)",fennel,3301170000.0,0,DE_BRB
2250,6,Festwiese,Festival meadow,pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2251,4,Feuchtgebiete (< 2.000m²) CC,wetland (< 2.000m) CC,wetlands,3310400000.0,0,DE_BRB
2252,995,Forstflaechen (Waldbodenflaechen),Forest areas (forest floor areas),tree_wood_forest,3306000000.0,0,DE_BRB
2253,711,Frisch-/Speiseerbsen Freiland,Fresh/table peas outdoors,peas,3301020600.0,0,DE_BRB
2254,611,Fruehkartoffeln,Early potatoes,early_season_potatoes,3301030100.0,0,DE_BRB
2255,412,"Futterhackfruechte (ohne Runkelfutterrueben, Kohlsteckrueben und Kartoffeln)","Minced fodder crops (excluding fodder turnips, cabbage turnips and potatoes)",fodder_roots,3301050000.0,0,DE_BRB
2256,614,Futterkartoffeln,Feed potatoes,potatoes,3301030000.0,0,DE_BRB
2257,429,"Futterpflanze einer Gattung/Art, die in der aktuellen Liste nicht aufgefuehrt ist",Forage plant of a genus/species that is not included in the current list,other_plants_harvested_green,3301099900.0,0,DE_BRB
2258,430,"Futterpflanze einer Gattung/Art, die in der aktuellen Liste nicht aufgefuehrt ist (Stickstoffbindende Pfl",Forage plant of a genus/species that is not included in the current list (nitrogen-fixing plants).,other_plants_harvested_green,3301099900.0,0,DE_BRB
2259,413,Futterrübe/Runkelrübe,Fodder beet / beetroot,mangelwurzel_fodder_beet,3301290400.0,0,DE_BRB
2260,413,Futterruebe/Runkelruebe,Fodder turnip/runkel turnip,turnips,3301290800.0,0,DE_BRB
2261,792,Gartenbausaemerei (Obst und Gemuese),Horticultural seeds (fruits and vegetables),other_arable_land_crops,3301990000.0,0,DE_BRB
2262,791,Gartenbausaemerei (Zierpflanzen),Horticultural seeds (ornamental plants),flowers_ornamental_plants,3301080000.0,0,DE_BRB
2263,635,Gartenbohne (Gartenbohne/Buschbohne/.../Prunkbohne),Garden bean (French bean / French bean / runner bean/Kidney bean,beans,3301020100.0,0,DE_BRB
2264,635,"Gartenbohne (Gartenbohne/Buschbohne/Stange nbohne, Feuerbohne/Prunkbohne)","French bean (common bean/bush bean/pole bean, runner bean/runner bean)",beans,3301020100.0,0,DE_BRB
2265,635,"Gartenbohne (Gartenbohne/Buschbohne/Stangenbohne, Feuerbohne/Prunkbohne)","Common bean (common bean/bush bean/pole bean, runner bean/runner bean)",beans,3301020100.0,0,DE_BRB
2266,617,Gartenkresse,Garden cress,cress,3301210300.0,0,DE_BRB
2267,630,"Gartenkuerbis (cucurbita pepo) (Gartenkuerbis, Steirischer Kuerbis, Zucchini, Spaghettikuerbis, Zierkuerbis)","Garden pumpkin (cucurbita pepo) (garden pumpkin, Styrian pumpkin, zucchini, spaghetti pumpkin, ornamental pumpkin)",pumpkin_squash_gourd,3301140400.0,0,DE_BRB
2268,630,"Gartenkürbis (cucurbita pepo) (Gartenkürbis, Steirischer Kürbis, Zucchini, Spaghettikürbis, Zierkürbis)","Garden pumpkin (cucurbita pepo) (garden pumpkin, Styrian pumpkin, zucchini, spaghetti squash, ornamental pumpkin)",pumpkin_squash_gourd,3301140400.0,0,DE_BRB
2269,630,"Gartenkürbis (Gartenkürbis, Zucchini ... Zierkürbis)",Garden pumpkin (garden pumpkin/Pumpkin (Zucchini,pumpkin_squash_gourd,3301140400.0,0,DE_BRB
2270,618,Gartenrettiche (inklusive Radieschen),Garden radishes (white / red radishes/Garden radishes,radish,3301290600.0,0,DE_BRB
2271,618,"Gartenrettiche (Weisse/rote Rettiche, Oelrettich, Radieschen)","Garden radishes (white/red radishes, oil radishes, radishes)",radish,3301290600.0,0,DE_BRB
2272,618,"Gartenrettiche (Weisse/rote Rettiche, schwarzer Winterrettich, Oelrettich, Radieschen)","Garden radishes (white/red radishes, black winter radishes, oil radishes, radishes)",radish,3301290600.0,0,DE_BRB
2273,618,"Gartenrettiche (Weiße/rote Rettiche, schwarzer Winterrettich, Ölrettich, Radieschen)","Garden radishes (white/red radishes, black winter radishes, oil radishes, radishes)",radish,3301290600.0,0,DE_BRB
2274,250,Gemenge Erbsen / Getreide,Mixture of peas/cereals,cereal_legume_mix,3301091200.0,1,DE_BRB
2275,,Gemenge Getreide/Leguminose (Getreide überwiegt),Mixture cereals/legumes,cereal_legume_mix,3301091200.0,1,DE_BRB
2276,,Gemenge Leguminose/Getreide (Leguminose überwiegt),Mixture of legumes / grain,cereal_legume_mix,3301091200.0,1,DE_BRB
2277,250,Gemenge Leguminosen/ Getrei-de,Mixture of legumes/cereals,cereal_legume_mix,3301091200.0,1,DE_BRB
2278,250,Gemenge Leguminosen/Getreide,Mixture of legumes/cereals,cereal_legume_mix,3301091200.0,1,DE_BRB
2279,610,Gemuese,Vegetables,fresh_vegetables,3301070000.0,0,DE_BRB
2280,710,Gemuese Freiland,Vegetables in the open field,fresh_vegetables,3301070000.0,0,DE_BRB
2281,731,Gemuese und Pilze unter Glas,Vegetables and mushrooms under glass,greenhouse_vegetables,3305010900.0,0,DE_BRB
2282,211,"Gemueseerbse (Markerbse, Schalerbse, Futtererbse)","Vegetable pea (marrow pea, shell pea, fodder pea)",peas,3301020600.0,0,DE_BRB
2283,613,"Gemuesekohl (Kopfkohl, Wirsing, Rot-/Weisskohl, Spitzkohl, Gruenkohl, Kohlrabi, Markstammkohl, Blumenkohl","Vegetable cabbage (head cabbage, savoy cabbage, red/white cabbage, pointed cabbage, kale, kohlrabi, marrow cabbage, cauliflower",brassica_oleracea_cabbage,3301210200.0,0,DE_BRB
2284,613,"Gemuesekohl (Kopfkohl, Wirsing, Rot-/Weisskohl, Spitzkohl, Gruenkohl, Kohlrabi, Markstammkohl, Blumenkohl, Romanesco, Brokkoli, Rosenkohl, Zierkohl)","Vegetable cabbage (head cabbage, savoy cabbage, red/white cabbage, pointed cabbage, kale, kohlrabi, marrow stem cabbage, cauliflower, Romanesco, broccoli, Brussels sprouts, ornamental cabbage)",brassica_oleracea_cabbage,3301210200.0,0,DE_BRB
2285,611,Gemuese-Kreuzbluetler,Vegetable Bluebird,fresh_vegetables,3301070000.0,0,DE_BRB
2286,626,Gemuese-Kuerbisgewaechse,Vegetable and pumpkin plants,cucurbits,3301140000.0,0,DE_BRB
2287,621,Gemuese-Nachtschattengewaechse,Vegetable nightshade plants,fresh_vegetables,3301070000.0,0,DE_BRB
2288,612,"Gemueseruebsen (Stoppelruebe, Weisse Ruebe, Bayerische Ruebe, Mairuebe, Chinakohl, Pak-Choi, Teltower Rue","Vegetable peas (stubble turnip, white turnip, Bavarian turnip, May turnip, Chinese cabbage, pak choy, Teltower Rue",turnips,3301290800.0,0,DE_BRB
2289,649,"Gemueseruebsen (Stoppelruebe, Weisse Ruebe, Bayerische Ruebe, Mairuebe, Chinakohl, Pak-Choi, Teltower Ruebchen, Stielmus, Herbstruebe)","Vegetable turnips (stubble turnips, white turnips, Bavarian turnips, May turnips, Chinese cabbage, pak choy, Teltower turnips, stalk puree, autumn turnips)",turnips,3301290800.0,0,DE_BRB
2290,610,Gemüse,Vegetables,fresh_vegetables,3301070000.0,0,DE_BRB
2291,211,"Gemüseerbse (Markerbse, Schalerbse, Zuckererbse)",Vegetable pea (marrow pea/Vegetable pea,peas,3301020600.0,0,DE_BRB
2292,613,"Gemüsekohl (Kopfkohl, Wirsing, Rot-/Weißkohl, ...)",Vegetable cabbage (head cabbage/Vegetable cabbage (also ornamental cabbage),brassica_oleracea_cabbage,3301210200.0,0,DE_BRB
2293,613,"Gemüsekohl (Kopfkohl, Wirsing, Rot-/Weißkohl, Spitzkohl, Grünkohl, Kohlrabi, Markstammkohl, Blumenkohl, Romanesco, Brokkoli, Rosenkohl, Zierkohl)","Vegetable cabbage (head cabbage, savoy cabbage, red/white cabbage, pointed cabbage, kale, kohlrabi, marrow stem cabbage, cauliflower, Romanesco, broccoli, Brussels sprouts, ornamental cabbage)",brassica_oleracea_cabbage,3301210200.0,0,DE_BRB
2294,611,Gemüse-Kreuzblütler,Vegetables-Cruciferous,fresh_vegetables,3301070000.0,0,DE_BRB
2295,626,Gemüse-Kürbisgewächse,Vegetables-Cucurbits,cucurbits,3301140000.0,0,DE_BRB
2296,621,Gemüse-Nachtschattengewächse,Vegetable nightshade family,fresh_vegetables,3301070000.0,0,DE_BRB
2297,,"Gemüserüben (Stoppel-, Weiße-, Chinakohl, Pak-Choi, ...)",Vegetable turnip (stubble turnip/Vegetable turnips,turnips,3301290800.0,0,DE_BRB
2298,649,"Gemüserübsen (Stoppelrübe, Weiße Rübe, Bayerische Rübe, Mairübe, Chinakohl, Pak-Choi, Teltower Rübchen, Stielmus, Herbstrübe)","Vegetable turnips (stubble turnip, white turnip, Bavarian turnip, May turnip, Chinese cabbage, pak choi, Teltower turnip, turnip greens, autumn turnip)",turnips,3301290800.0,0,DE_BRB
2299,1,Genehmigungspflichtige Baumaßnahmen,Construction measures requiring approval,not_known_and_other,3399000000.0,0,DE_BRB
2300,190,"Getreide einer Gattung/Art, die in der aktuellen Liste nicht aufgefuehrt ist",Cereals of a genus/species that are not included in the current list,other_cereals,3301019900.0,0,DE_BRB
2301,,Gewässerschutz-/Uferrandstreifen AUKM,Water protection/riparian strips AUKM (Agri-environmental and climate measures),wetland_buffers,3310700000.0,0,DE_BRB
2302,651,Gewuerzpflanzen,Herb plants,aromatic_medicinal_culinary_plants_spices_herbs,3301061200.0,0,DE_BRB
2303,,Gras-Leguminosen Gemisch (Leguminosen überwiegt),Grass-legume mixture,legume_grass_mix,3301090500.0,7,DE_BRB
2304,912,Grassamenvermehrung,Grass seed propagation,temporary_grass,3301090100.0,0,DE_BRB
2305,941,Gruendueng. Hauptfr. f. Ausgleichszul.,Green manure as main crop for compensatory allowance,plants_harvested_green,3301090000.0,0,DE_BRB
2306,941,Gruenduengung i. Hauptfr.anbau (f. Ausgleichszul.),Green manure as main crop for compensatory allowance,plants_harvested_green,3301090000.0,0,DE_BRB
2307,941,Gruenduengung im Hauptfruchtanbau (fuer Ausgleichszulage),Green manure as main crop for compensatory allowance,plants_harvested_green,3301090000.0,0,DE_BRB
2308,923,Gruenland ohne landw. Nutzung,Greenland without agriculture use,pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
2309,923,Gruenland ohne landwirtschaftliche Nutzung,Grassland without agricultural use,pasture_meadow_grassland_grass,3302000000.0,0,DE_BRB
