crop_code,crop_name,EC_trans_n,EC_hcat_n,EC_hcat_c,mixed_crops,country_code
,Chinese cabbage,Chinese cabbage,chinese_cabbage,3301210205,0,PL
,sugar snap peas,sugar snap peas,peas,3301020600,0,PL
,winter cereal mixture,winter cereal mixture,winter_meslin,3301011101,7,PL
,honeyberry,honeyberry,berries_berry_species,3303020000,0,PL
,legume-cereal mixture,legume-cereal mixture,cereal_legume_mix,3301091200,1,PL
,elderberry,elderberry,elder_elderberry,3303080400,0,PL
,rotational grazing land,rotational grazing land,pasture_meadow_grassland_grass,3302000000,0,PL
,other non-subsidized crops,other non-subsidized crops,other_arable_land_crops,3301990000,0,PL
,legume-grass mixture,legume-grass mixture,legume_grass_mix,3301090500,1,PL
,herbs,herbs,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,PL
,winter spelt,winter spelt,winter_spelt,3301011001,0,PL
,linaria,linaria,flowers_ornamental_plants,3301080000,0,PL
,legume mixture,legume mixture,legumes_harvested_green,3301090300,0,PL
,shelling peas,shelling peas,peas,3301020600,0,PL
,Brussels sprouts,Brussels sprouts,brussels_sprouts,3301210203,0,PL
,poplar tree,poplar tree,populus,3306070000,0,PL
,Tartary buckwheat,Tartary buckwheat,buckwheat,3301150200,0,PL
,spring spelt,spring spelt,spring_spelt,3301011002,0,PL
,honey plant cultivation,honey plant cultivation,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,PL
,leaf beet,leaf beet,chard,3301310100,0,PL
,wheat,wheat,common_soft_wheat,3301010100,0,PL
,winter agrimony,winter agrimony,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,PL
,rutabaga,rutabaga,swede_rutabaga,3301210500,0,PL
,legume-mustard mixture,legume-mustard mixture,mixed_cropping,3301320000,1,PL
,wild rose shrub,wild rose shrub,shrubberries_shrubs,3303080000,0,PL
,energy willow plantation,energy willow plantation,short_rotation_coppice,3306090000,0,PL
,biodiversity gardens,biodiversity gardens,other_arable_land_crops,3301990000,0,PL
,fleawort,fleawort,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,PL
,common yew,common yew,tree_wood_forest,3306000000,0,PL
,fodder cabbage,fodder cabbage,brassica_oleracea_cabbage,3301210200,0,PL
,legume-sunflower mixture,legume-sunflower mixture,legumes_oilseed_crops_mix,3301321200,1,PL
,eupatorium,eupatorium,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,PL
,patisson,patisson,pumpkin_squash_gourd,3301140400,0,PL
,perko agrimony,perko agrimony,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,PL
,lingonberry,lingonberry,berries_berry_species,3303020000,0,PL
,corn spurry,corn spurry,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,PL
,figworts,figworts,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,PL
,black radish,black radish,radish,3301290600,0,PL
,apple rose shrub,apple rose shrub,shrubberries_shrubs,3303080000,0,PL
,brachina,brachina,other_arable_land_crops,3301990000,0,PL
,rugosa rose shrub,rugosa rose shrub,shrubberries_shrubs,3303080000,0,PL
,licorice,licorice,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,PL
,wild perennial rye,wild perennial rye,elymus,3301090201,0,PL
,timothy,timothy,timothy,3301090209,0,PL
,ginseng,ginseng,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,PL
,saffron,saffron,saffron_crocus_sativus,3301061232,0,PL
,five-flavor fruit,five-flavor fruit,berries_berry_species,3303020000,0,PL
,cnicus,cnicus,marian_thistles,3301061300,0,PL
,large cranberry,large cranberry,cranberry,3303020500,0,PL
