crop_code,crop_name,EC_trans_n,EC_hcat_n,EC_hcat_c,mixed_crops,country_code
16,Ander gebouw,Other building,not_known_and_other,3399000000,0,BE_FLA
982,Andere,Others,not_known_and_other,3399000000,0,BE_FLA
8557,Andere alternatieve slasoorten - industrie,Other alternative lettuce varieties - industry,salads_lettuce_leaf_vegetables,3301310000,0,BE_FLA
9557,Andere alternatieve slasoorten - vers,Other alternative lettuce varieties - fresh,salads_lettuce_leaf_vegetables,3301310000,0,BE_FLA
894,Andere bebossing,Other afforestation,afforestation_reforestation,3306010000,0,BE_FLA
85,Andere bedekking,Other cover,not_known_and_other,3399000000,0,BE_FLA
9723,Andere bessen,Other berries,berries_berry_species,3303020000,0,BE_FLA
972,Andere eenjarige fruitteelten,Other annual fruit crops,orchards_fruits,3303010000,0,BE_FLA
2,Andere gebouwen,Other building,not_known_and_other,3399000000,0,BE_FLA
39,Andere granen (bv. Mengkoren),Other grains (e.g. mixed wheat),other_cereals,3301019900,0,BE_FLA
951,Andere groenten,Other vegetables,fresh_vegetables,3301070000,0,BE_FLA
951,Andere groenten ,Other vegetables,fresh_vegetables,3301070000,0,BE_FLA
8559,Andere groenten - industrie,Other vegetables - industry,fresh_vegetables,3301070000,0,BE_FLA
951,Andere groenten - vers,Other vegetables - fresh,fresh_vegetables,3301070000,0,BE_FLA
872,Andere hennep dan vezelhennep,Hemp other than fiber hemp,hemp_cannabis,3301061000,0,BE_FLA
872,Andere hennep dan vezelhennep (niet voor menselijke consumptie),Hemp other than fiber hemp (not for human consumption),hemp_cannabis,3301061000,0,BE_FLA
632,Andere klavers,Other Clovers,clover,3301090303,0,BE_FLA
8620,Andere kolen - industrie,Other cabbages – industry,brassica_oleracea_cabbage,3301210200,0,BE_FLA
9620,Andere kolen - vers,Other cabbages - fresh,brassica_oleracea_cabbage,3301210200,0,BE_FLA
956,Andere kruiden,Other herbs,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,BE_FLA
856,Andere kruiden -  industrie,Other herbs - industry,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,BE_FLA
856,Andere kruiden -  industriële verwerking,Other spices - industrial processing,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,BE_FLA
956,Andere kruiden - vers,Other herbs - fresh,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,BE_FLA
9714,Andere meerjarige fruitteelten,Other perennial fruit crops,orchards_fruits,3303010000,0,BE_FLA
858,Andere meerjarige kruiden - industrie,Other perennial herbs - industry,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,BE_FLA
8581,Andere meerjarige kruiden - vers,Other perennial herbs - fresh,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,BE_FLA
954,Andere niet-houtachtige sierplanten,Other non-woody ornamental plants,flowers_ornamental_plants,3301080000,0,BE_FLA
647,Andere niet-vlinderbloemige groenbedekker,Other non-flowery green cover plants,plants_harvested_green,3301090000,0,BE_FLA
647,Andere niet-vlinderbloemige groenbemester,Other non-leguminous green manure,plants_harvested_green,3301090000,0,BE_FLA
44,Andere oliehoudende zaden,Other oilseeds,oilseed_crops,3301060800,0,BE_FLA
954,Andere sierplanten,Other ornamental plants,flowers_ornamental_plants,3301080000,0,BE_FLA
2,Andere stallen en gebouwen,Other stables and buildings,not_known_and_other,3399000000,0,BE_FLA
648,Andere vlinderbloemige groenbedekker,Other leguminous green cover plants,legumes_harvested_green,3301090300,0,BE_FLA
648,Andere vlinderbloemige groenbemester,Another leguminous green manure,legumes_harvested_green,3301090300,0,BE_FLA
743,Andere voedergewassen,Other fodder crops,other_plants_harvested_green,3301099900,0,BE_FLA
9537,Andijvie,Endive,endive,3301310300,0,BE_FLA
8537,Andijvie - industrie,Endive - industry,endive,3301310300,0,BE_FLA
9537,Andijvie - vers,Endive - fresh,endive,3301310300,0,BE_FLA
9586,Artisjok - vers,Artichoke - fresh,artichoke,3301270000,0,BE_FLA
8511,Asperge - industrie,Asparagus - industry,asparagus,3301200000,0,BE_FLA
9511,Asperges,asparagus,asparagus,3301200000,0,BE_FLA
8511,Asperges - industrie,Asparagus - industry,asparagus,3301200000,0,BE_FLA
9511,Asperges - vers,Asparagus - fresh,asparagus,3301200000,0,BE_FLA
9555,Aubergines,Eggplants,aubergine_eggplant,3301260000,0,BE_FLA
9555,Aubergines - vers,Eggplants - fresh,aubergine_eggplant,3301260000,0,BE_FLA
9570,Azalea,Azalea,azaleas,3303080100,0,BE_FLA
864,Basilicum - industrie,Basil - industry,basil,3301061207,0,BE_FLA
864,Basilicum - industriële verwerking,Basil - industrial processing,basil,3301061207,0,BE_FLA
964,Basilicum - vers verbruik,Basil - fresh consumption,basil,3301061207,0,BE_FLA
891,Bebossing,Afforestation,afforestation_reforestation,3306010000,0,BE_FLA
883,Bebossing (korte omlooptijd),Afforestation (short rotation),short_rotation_coppice,3306090000,0,BE_FLA
8910,Bebossing loofbomen-ecologisch,Afforestation deciduous trees-ecological,afforestation_reforestation,3306010000,0,BE_FLA
8911,Bebossing loofbomen-economisch,Afforestation of deciduous trees-economical,afforestation_reforestation,3306010000,0,BE_FLA
894,Bebossing met contract voor 2008,Afforestation with contract for 2008,afforestation_reforestation,3306010000,0,BE_FLA
8912,Bebossing naaldbomen,Afforestation of conifers,afforestation_reforestation,3306010000,0,BE_FLA
8913,Bebossing naaldbomen-economisch,Afforestation of conifers-economic,afforestation_reforestation,3306010000,0,BE_FLA
892,Bebossing op blijvend grasland in 2003,Afforestation on permanent grassland in 2003,afforestation_reforestation,3306010000,0,BE_FLA
8915,Bebossing populieren,Poplar afforestation,populus,3306070000,0,BE_FLA
8914,Bebossing populieren-ecologisch,Afforestation poplar ecologically,populus,3306070000,0,BE_FLA
9571,Begonia voor de knol,Begonia for the tuber,begonias,3301080400,0,BE_FLA
9571,Begonia's voor de knol,Begonias for the tuber,begonias,3301080400,0,BE_FLA
6,Begraasde niet-landbouwgrond,grazed non-agricultural land,pasture_meadow_grassland_grass,3302000000,0,BE_FLA
6,Begraasde niet-landbouwgrond met gebruiksovereenkomst,grazed non-agricultural land,pasture_meadow_grassland_grass,3302000000,0,BE_FLA
6,Begraasde niet-landbouwgrond met overeenkomst,grazed non-agricultural land,pasture_meadow_grassland_grass,3302000000,0,BE_FLA
865,Bieslook - industrie,Chives - industry,chives,3301220100,0,BE_FLA
865,Bieslook - industriële verwerking,Chives - industrial processing,chives,3301220100,0,BE_FLA
965,Bieslook - vers verbruik,Chives - fresh consumption,chives,3301220100,0,BE_FLA
17,Biologische niet-landbouwgrond,Organic non-agricultural land,not_known_and_other,3399000000,0,BE_FLA
642,Bladrammenas,OIL RADISH,oil_fodder_radish,3301210600,0,BE_FLA
656,Bladrammenas,OIL RADISH,oil_fodder_radish,3301210600,0,BE_FLA
8539,Bladselder - industrie,Celery leaves - industry,leaf_celery,3301250200,0,BE_FLA
9539,Bladselder - vers,Celery leaves - fresh,leaf_celery,3301250200,0,BE_FLA
9999,Blanco gewascode,Blank crop code,not_known_and_other,3399000000,0,BE_FLA
9722,Blauwe bessen,Blueberries,blueberry,3303020400,0,BE_FLA
9551,Bleekselder,Celery,leaf_celery,3301250200,0,BE_FLA
8551,Bleekselder - industrie,Celery - industry,leaf_celery,3301250200,0,BE_FLA
9551,Bleekselder - vers,Celery - fresh,leaf_celery,3301250200,0,BE_FLA
61,Blijvend grasland,Permanent grassland,pasture_meadow_grassland_grass,3302000000,0,BE_FLA
9583,Bloeiende heesters,Flowering Shrubs,shrubberries_shrubs,3303080000,0,BE_FLA
9574,"Bloeiende kamerplanten (kalancho�, ...)","Flowering houseplants (kalanchoe,...)",flowers_ornamental_plants,3301080000,0,BE_FLA
9574,"Bloeiende kamerplanten (kalanchoë, ...)",Flowering houseplants (kalanchoe ...),flowers_ornamental_plants,3301080000,0,BE_FLA
9574,"Bloeiende kamerplanten (kalanchoë, …)","Flowering houseplants (kalanchoe, …)",flowers_ornamental_plants,3301080000,0,BE_FLA
9574,"Bloeiende kamerplanten (kalanchoë,...)","Flowering houseplants (kalanchoe,...)",flowers_ornamental_plants,3301080000,0,BE_FLA
9572,Bloembollen en bloemknollen-andere dan begonia,Flower bulbs and corms other than begonia,flowers_ornamental_plants,3301080000,0,BE_FLA
9572,Bloembollen en -knollen,Flower bulbs and tubers,flowers_ornamental_plants,3301080000,0,BE_FLA
9572,"Bloembollen en -knollen, andere dan begonia","Flower bulbs and corms, other than begonia",flowers_ornamental_plants,3301080000,0,BE_FLA
9831,Bloemenmengsel,Flower mixture,field_margins_buffer_strips_flowering_areas,3310100000,0,BE_FLA
9832,Bloemenmengsel voor EAG Braak,Flower mixture for EAG Braak,field_margins_buffer_strips_flowering_areas,3310100000,0,BE_FLA
9523,Bloemkool,Cauliflower,cauliflower,3301210204,0,BE_FLA
8523,Bloemkool - industrie,Cauliflower - industry,cauliflower,3301210204,0,BE_FLA
9523,Bloemkool - vers,Cauliflower - fresh,cauliflower,3301210204,0,BE_FLA
37,Boekweit,Buckwheat,buckwheat,3301150200,0,BE_FLA
9524,Boerenkool,Kale,kale,3301210208,0,BE_FLA
8524,Boerenkool - industrie,Kale - industry,kale,3301210208,0,BE_FLA
9524,Boerenkool - vers,Kale - fresh,kale,3301210208,0,BE_FLA
895,Bomen in groep,Group trees,tree_lines,3310300000,0,BE_FLA
10,Bomenrijen,Rows of trees,tree_lines,3310300000,0,BE_FLA
9520,Boomkweek,Arboriculture,tree_wood_forest,3306000000,0,BE_FLA
9604,Boomkweek - andere,Arboriculture - other,tree_wood_forest,3306000000,0,BE_FLA
9560,Boomkweek - bos- en haagplanten,Tree cultivation - forest and hedge plants,tree_lines,3310300000,3,BE_FLA
9560,Boomkweek - bosplanten,Arboriculture - forest plants,tree_wood_forest,3306000000,0,BE_FLA
9602,Boomkweek - fruitkweek,Tree cultivation - fruit cultivation,orchards_fruits,3303010000,0,BE_FLA
9602,Boomkweek - fruitplanten,Arboriculture - fruit plants,tree_wood_forest,3306000000,0,BE_FLA
9603,Boomkweek - sierplanten,Arboriculture - ornamental plants,nurseries_nursery,3303070000,0,BE_FLA
897,Bos,Forest,tree_wood_forest,3306000000,0,BE_FLA
89,Braakliggend land met minimale activiteit met EAG,Derelict land with minimal activity with EAG,fallow_land_not_crop,3301110000,0,BE_FLA
82,Braakliggend land met minimale activiteit zonder EAG,Derelict land with minimal activity without EAG,fallow_land_not_crop,3301110000,0,BE_FLA
82,Braakliggend land met onderhoud,Derelict land with maintenance,fallow_land_not_crop,3301110000,0,BE_FLA
81,Braakliggend land zonder minimale activiteit,Derelict land with no minimum activity,fallow_land_not_crop,3301110000,0,BE_FLA
81,Braakliggend land zonder onderhoud,Derelict land without maintenance,fallow_land_not_crop,3301110000,0,BE_FLA
9721,Braambessen,blackberries,blackberry,3303020200,0,BE_FLA
8525,Broccoli - industrie,Broccoli - industry,broccoli,3301210202,0,BE_FLA
9525,Broccoli - vers,Broccoli - fresh,broccoli,3301210202,0,BE_FLA
9525,Brocolli,broccoli,broccoli,3301210202,0,BE_FLA
9525,Brocolli - vers,Broccoli - fresh,broccoli,3301210202,0,BE_FLA
323,Brouwgerst,brewing barley,barley,3301010400,0,BE_FLA
8456,Butternut-pompoen - industrie,Butternut squash - industry,pumpkin_squash_gourd,3301140400,0,BE_FLA
9456,Butternut-pompoen - vers,Butternut squash - fresh,pumpkin_squash_gourd,3301140400,0,BE_FLA
8456,Butternutpompoenen - industrie,Butternut Squashes - Industry,pumpkin_squash_gourd,3301140400,0,BE_FLA
9456,Butternutpompoenen - vers,Butternut Squashes - Fresh,pumpkin_squash_gourd,3301140400,0,BE_FLA
9536,Champignons (loods),Mushrooms (shed),mushrooms_energy_genetically_modified_crops,3304000000,0,BE_FLA
9526,Chinese kool,Chinese cabbage,chinese_cabbage,3301210205,0,BE_FLA
8526,Chinese kool - industrie,Chinese cabbage - industry,chinese_cabbage,3301210205,0,BE_FLA
9526,Chinese kool - vers,Chinese cabbage - fresh,chinese_cabbage,3301210205,0,BE_FLA
9547,Chrysanten,Chrysanthemums,chrysanthemum,3301080900,0,BE_FLA
9547,Chrysanten ,Chrysanthemums,chrysanthemum,3301080900,0,BE_FLA
9811,Cichorei (inuline),Chicory (inulin),chicory_chicories,3301310200,0,BE_FLA
9811,cichorei (inuline),chicory (inulin),chicory_chicories,3301310200,0,BE_FLA
9812,Cichorei (koffiesurrogaat),Chicory (coffee substitute),chicory_chicories,3301310200,0,BE_FLA
9812,cichorei (koffiesurrogaat),chicory (coffee substitute),chicory_chicories,3301310200,0,BE_FLA
9541,Courgettes,Zucchini,zucchini_courgette,3301140600,0,BE_FLA
8541,Courgettes - industrie,Zucchini - industry,zucchini_courgette,3301140600,0,BE_FLA
9541,Courgettes - vers,Zucchini - fresh,zucchini_courgette,3301140600,0,BE_FLA
48,Deder/huttentut,Deder/huttentut,camelina,3301061500,0,BE_FLA
513,Drooggeoogste erwten (voor menselijke consumptie),Dry harvested peas (for human consumption),peas,3301020600,0,BE_FLA
524,Drooggeoogste Phaseolus bonen (voor menselijke consumptie),Dry-harvested Phaseolus beans (for human consumption),beans,3301020100,0,BE_FLA
523,Drooggeoogste Vicia bonen (voor menselijke consumptie),Dry-harvested Vicia beans (for human consumption),beans,3301020100,0,BE_FLA
9715,Druiven,Grapes,vineyards_wine_vine_rebland_grapes,3303060000,0,BE_FLA
9715,Druiven (in serres),Grapes (in greenhouses),greenhouse_vine,3305011200,0,BE_FLA
701,Eenjarige grasklaver,Annual grass clover,clover_grass_mix,3301090501,0,BE_FLA
721,Eenjarige klaver,annual clover,clover,3301090303,0,BE_FLA
731,Eenjarige luzerne,Annual Alfalfa,alfalfa_lucerne,3301090301,0,BE_FLA
636,Engels raaigras,perennial ryegrass,lolium_ryegrass,3301090205,0,BE_FLA
881,Engelwortel,Angelica root,angelica,3301061204,0,BE_FLA
983,Engelwortel - industrie,Angelica - industry,angelica,3301061204,0,BE_FLA
983,Engelwortel - industriële verwerking,Angelica root - industrial processing,angelica,3301061204,0,BE_FLA
881,Engelwortel - vers,Angelica root - fresh,angelica,3301061204,0,BE_FLA
931,Erwten (andere dan droog geoogst),Peas (other than dry-harvested),peas,3301020600,0,BE_FLA
831,Erwten (andere dan droog geoogst) - industrie,Peas (other than dry harvested) - industry,peas,3301020600,0,BE_FLA
931,Erwten (andere dan droog geoogst) - vers,Peas (other than dry harvested) - fresh,peas,3301020600,0,BE_FLA
51,Erwten (droog geoogst),Peas (harvested dry),peas,3301020600,0,BE_FLA
98,Faunamengsel,Fauna mixture,plants_harvested_green,3301090000,0,BE_FLA
638,Festulolium,Festulolium,festulolium,3301090204,0,BE_FLA
8412,Flageolets (voor de boon) - industrie,Flageolets (for the bean) - industry,beans,3301020100,0,BE_FLA
9412,Flageolets (voor de boon) - vers,Flageolets (for the bean) - fresh,beans,3301020100,0,BE_FLA
9717,Frambozen,raspberries,raspberry_raspberries,3303021000,0,BE_FLA
972,Fruitteelten eenjarig,Annual fruit crops,orchards_fruits,3303010000,0,BE_FLA
15,Gebouw i.k.v. verbreding,Building i.c.v. widening,not_known_and_other,3399000000,0,BE_FLA
643,Gele mosterd,Yellow mustard,mustard,3301210100,0,BE_FLA
957,Geneeskrachtige en aromatische planten en kruiden,Medicinal and aromatic plants and herbs,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,BE_FLA
383,Gierst,Millet,millet_sorghum,3301010900,0,BE_FLA
38,"Gierst, sorghum, kanariezaad of harde tarwe","Millet, sorghum, canary seed or durum wheat",cereal,3301010000,3,BE_FLA
47,Goudsbloem,Marigold,calendula_marigold,3301061210,0,BE_FLA
657,Gras in onderzaai,Grass in undersowing,pasture_meadow_grassland_grass,3302000000,0,BE_FLA
700,Grasklaver,grass clover,clover_grass_mix,3301090501,0,BE_FLA
63,Graskruiden mengsel,herbal grasses mixture,plants_harvested_green,3301090000,7,BE_FLA
60,Grasland,Grassland,pasture_meadow_grassland_grass,3302000000,0,BE_FLA
660,Grasluzerne,Grass alfalfa,alfalfa_grass_mix,3301090509,1,BE_FLA
9824,Grassen in natuurbeheer,Grasses in nature conservation,pasture_meadow_grassland_grass,3302000000,0,BE_FLA
955,Graszoden,Grass Turf,sod_turf,3301090207,0,BE_FLA
9573,"Groene kamerplanten (ficus, ...)",Green houseplants (ficus ...),flowers_ornamental_plants,3301080000,0,BE_FLA
9573,"Groene kamerplanten (ficus, …)","Green houseplants (ficus, …)",flowers_ornamental_plants,3301080000,0,BE_FLA
9573,"Groene kamerplanten (ficus,...)","Green houseplants (ficus,...)",flowers_ornamental_plants,3301080000,0,BE_FLA
9548,Groene selder,Green celery,leaf_celery,3301250200,0,BE_FLA
8548,Groene selder - industrie,Green celery - industry,leaf_celery,3301250200,0,BE_FLA
9548,Groene selder - vers,Green celery - fresh,leaf_celery,3301250200,0,BE_FLA
9559,Groentezaden,Vegetable seeds,fresh_vegetables,3301070000,0,BE_FLA
9567,Groentezaden niet-vlinderbloemigen,Vegetable seeds non-legumes,fresh_vegetables,3301070000,0,BE_FLA
34,Haver,Oats,oats,3301010500,0,BE_FLA
9201,Hazelnoten,hazelnuts,hazelnuts_hazel,3303030200,0,BE_FLA
9825,Heide in natuurbeheer,Heath in nature management,pasture_meadow_grassland_grass,3302000000,0,BE_FLA
1,Hoofdgebouwen,Main buildings,not_known_and_other,3399000000,0,BE_FLA
9822,Hop,Hop,hops,3301060200,0,BE_FLA
4,Houtkanten en houtwallen <= 10 m breed,Wooded edges and wooded banks <= 10 m wide,tree_lines,3310300000,0,BE_FLA
4,Houtkanten en houtwallen > 100 m²,Hedgerows and hedgerows > 100 m²,hedges,3310200000,0,BE_FLA
637,Hybride raaigras,Hybrid ryegrass,lolium_ryegrass,3301090205,0,BE_FLA
9544,Ijsbergsla,iceberg lettuce,iceberg,3301310400,0,BE_FLA
8544,Ijsbergsla - industrie,Iceberg lettuce - industry,iceberg,3301310400,0,BE_FLA
9544,Ijsbergsla - vers,Iceberg lettuce - fresh,iceberg,3301310400,0,BE_FLA
634,Italiaans raaigras,Italian ryegrass,lolium_ryegrass,3301090205,0,BE_FLA
650,Japanse haver,Japanese oats,oats,3301010500,0,BE_FLA
34,Japanse haver,Japanese oats,oats,3301010500,0,BE_FLA
9565,Jongplanten voor de sierteelt,Young plants for floriculture,flowers_ornamental_plants,3301080000,0,BE_FLA
962,Kerstbomen,Christmas trees,christmas_trees,3306100000,0,BE_FLA
962,Kerstbomen ,Christmas trees,christmas_trees,3306100000,0,BE_FLA
960,Kervel,Chervil,chervil,3301061214,0,BE_FLA
860,Kervel - industrie,Chervil - industry,chervil,3301061214,0,BE_FLA
860,Kervel - industriële verwerking,Chervil - industrial processing,chervil,3301061214,0,BE_FLA
960,Kervel - vers,Chervil - fresh,chervil,3301061214,0,BE_FLA
933,Kikkererwten,Chickpeas,chickpeas,3301020200,0,BE_FLA
9729,Kiwibes,kiwi berry,kiwi,3303010700,0,BE_FLA
9543,Knolselder,celeriac,celeriac,3301250100,0,BE_FLA
8543,Knolselder - industrie,Celeriac - industry,celeriac,3301250100,0,BE_FLA
9543,Knolselder - vers,Celeriac - fresh,celeriac,3301250100,0,BE_FLA
652,Komkommerkruid,Cucumber spice,borage,3301061209,0,BE_FLA
9554,Komkommers,Cucumbers,cucumber_pickle,3301140100,0,BE_FLA
8554,Komkommers - industrie,Cucumbers - industry,cucumber_pickle,3301140100,0,BE_FLA
9554,Komkommers - vers,Cucumbers - fresh,cucumber_pickle,3301140100,0,BE_FLA
9528,Koolraap,rutabaga,swede_rutabaga,3301210500,0,BE_FLA
8528,Koolraap - industrie,rutabaga,swede_rutabaga,3301210500,0,BE_FLA
9528,Koolraap - vers,rutabaga,swede_rutabaga,3301210500,0,BE_FLA
9529,Koolrabi,Kohlrabi,kohlrabi,3301210209,0,BE_FLA
8529,Koolrabi - industrie,Kohlrabi - industry,kohlrabi,3301210209,0,BE_FLA
9529,Koolrabi - vers,Kohlrabi - fresh,kohlrabi,3301210209,0,BE_FLA
202,Korrelmais,grain corn,grain_maize_corn_popcorn,3301010600,0,BE_FLA
202,Korrelmaïs,grain corn,grain_maize_corn_popcorn,3301010600,0,BE_FLA
8518,Kropsla - industrie,lettuce - industry,salads_lettuce_leaf_vegetables,3301310000,0,BE_FLA
9518,Kropsla - vers,head lettuce - fresh,salads_lettuce_leaf_vegetables,3301310000,0,BE_FLA
958,Kruiden,Spices,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,BE_FLA
9581,Laanbomen,avenue trees,tree_lines,3310300000,0,BE_FLA
934,Linzen,Lentils,lentils,3301020500,0,BE_FLA
12,"Loods (bv. voor machines, opslag,?)",Shed (e.g. for machines storage),not_known_and_other,3399000000,0,BE_FLA
12,"Loods (bv. voor machines, opslag,…)",Shed (e.g. for machines storage),not_known_and_other,3399000000,0,BE_FLA
644,Lupinen,Lupins,sweet_lupins,3301020700,0,BE_FLA
882,Mariadistel,Milk thistle,marian_thistles,3301061300,0,BE_FLA
957,Medicinale kruiden,Medicinal herbs,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,BE_FLA
957,Medicinale kruiden ,Medicinal herbs,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,BE_FLA
974,"Meerjarige fruitteelten (andere dan appel, peer)",Other perennial fruit crops,orchards_fruits,3303010000,0,BE_FLA
9710,Meerjarige fruitteelten (appel),Perennial fruit crops (apple),apples,3303010200,0,BE_FLA
9712,Meerjarige fruitteelten (kers),Perennial fruit crops (cherry),cherry_cherries,3303010400,0,BE_FLA
9711,Meerjarige fruitteelten (peer),Perennial fruit crops (pear),pears,3303011200,0,BE_FLA
9728,Meerjarige fruitteelten (perzik),Perennial fruit crops (peach),peach,3303011100,0,BE_FLA
9713,Meerjarige fruitteelten (pruim),Perennial fruit crops (plum),plums,3303011300,0,BE_FLA
9726,"Meerjarige fruitteelten (zoete kers, hoogstam)",Perennial fruit crops (sweet cherry standard),cherry_cherries,3303010400,0,BE_FLA
9725,"Meerjarige fruitteelten (zoete kers, laagstam)",Perennial fruit crops (sweet cherry,cherry_cherries,3303010400,0,BE_FLA
9727,Meerjarige fruitteelten (zure kers),Perennial fruit crops (sour cherry),cherry_cherries,3303010400,0,BE_FLA
9730,Meerjarige fruitteelten hoogstam (appel),Perennial fruit crops standard (apple),apples,3303010200,0,BE_FLA
9731,Meerjarige fruitteelten hoogstam (peer),Perennial fruit crops standard (pear),pears,3303011200,0,BE_FLA
702,Meerjarige grasklaver,Perennial grass clover,clover_grass_mix,3301090501,0,BE_FLA
722,Meerjarige klaver,Perennial Clover,clover,3301090303,0,BE_FLA
953,Meerjarige kruiden (meer dan 5 jaar),Perennial herbs (more than 5 years),aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,BE_FLA
732,Meerjarige luzerne,Perennial alfalfa,alfalfa_lucerne,3301090301,0,BE_FLA
9522,Meerjarige sierplanten,Perennial ornamental plants,flowers_ornamental_plants,3301080000,0,BE_FLA
6492,"Mengsel groenbedekkers, > 50 % andere","Mixture of green cover plants, > 50 % other",plants_harvested_green,3301090000,5,BE_FLA
6490,"Mengsel groenbedekkers, > 50 % grassen","Mixture of green cover plants, > 50 % grasses",plants_harvested_green,3301090000,7,BE_FLA
6491,"Mengsel groenbedekkers, > 50 % vlinderbloemigen","Mixture of green cover plants, > 50 % legumes",legumes_harvested_green,3301090300,5,BE_FLA
658,Mengsel met 1 of meer vlinderbloemige groenbedekkers,Mixture with 1 or more leguminous green cover plants,legumes_harvested_green,3301090300,5,BE_FLA
749,Mengsel met 1 of meerdere vlinderbloemigen,Mixture with 1 or more leguminous green cover plants,legumes_harvested_green,3301090300,5,BE_FLA
634,Mengsel met overwegend Japanse haver en vlinderbloemigen,Mixture with a predominance of Japanese oats and legumes,legume_grass_mix,3301090500,1,BE_FLA
635,Mengsel met overwegend Japanse haver zonder vlinderbloemigen,Mixture with predominantly Japanese oats without legumes,legume_grass_mix,3301090500,1,BE_FLA
745,Mengsel van gras en vlinderbloemigen (andere dan grasklaver of grasluzerne),Mixture of grass and leguminous plants (other than grass clover or grass alfalfa),legume_grass_mix,3301090500,7,BE_FLA
745,Mengsel van gras en vlinderbloemigen (andere dan grasklaver),Mixture of grass and legumes (other than grass-clover),legume_grass_mix,3301090500,7,BE_FLA
659,Mengsel van niet-vlinderbloemige groenbedekkers,Mixture of non-leguminous green cover plants,plants_harvested_green,3301090000,5,BE_FLA
744,Mengsel van vlinderbloemigen,Mixture of legumes,legumes_dried_pulses_protein_crops,3301020000,0,BE_FLA
542,Mengteelt  andere granen en vlinderbloemige (bv. erwten en gerst),Mixed cultivation of other cereals and leguminous plants (e.g. peas and barley),cereal_legume_mix,3301091200,1,BE_FLA
391,Mengteelt andere wintergranen en winterteelt vlinderbloemige,Mixed cultivation of other winter cereals and winter cultivation of legumes,cereal_legume_mix,3301091200,1,BE_FLA
396,Mengteelt maïs en vlinderbloemige teelt,Mixed cultivation of maize and leguminous crops,cereal_legume_mix,3301091200,1,BE_FLA
541,Mengteelt wintertarwe of triticale en vlinderbloemige,Mixed cultivation of winter wheat or triticale and leguminous plants,cereal_legume_mix,3301091200,1,BE_FLA
395,Mengteelt wintertarwe of triticale en winterteelt vlinderbloemige,Mixed cultivation of winter wheat or triticale and leguminous plants,cereal_legume_mix,3301091200,1,BE_FLA
392,Mengteelt zomergranen en zomerteelt vlinderbloemige,Mixed cultivation of summer cereals and summer cultivation of legumes,cereal_legume_mix,3301091200,1,BE_FLA
884,Miscanthus,miscanthus,miscanthus_silvergrass,3301083000,0,BE_FLA
